"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","nu_sal","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","ye_ruc","season2","Date2","jd","ocean_yr","jd2","mo_yr","fl","ref_date","day","SST","temp_devs","jaz"
"43","1000-0017-118-0387",NA,"HS","SW",2008,"6/26/08",178,NA,"Stellako","Stellako","Stellako","Upper Fraser","Fraser","Summer",120,15,NA,NA,"F","Northern","Northern",52.319,-129.705,"Gill","","AvgCopy",0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2008-06-26 03:00:00,"178",2008,"178","2008-06",120,"2008-06",26,9.88206033706665,-1.98328142166138,"MFR+GStr"
"44","1000-0023-118-5909",0,"HS","SW",2010,"6/27/10",178,649,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",158,42,1.064824487,-2.97272197,"M","Northern","Northern",54.443,-131.398,"Mixed","NO","AvgCopy",2.41e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2909204.514,0,0,0,NA,0,4028856.909,0,0,0,0,0,46.97802169,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2010-06-27 03:00:00,"178",2010,"178","2010-06",158,"2010-06",27,10.7501557922363,-0.587348454793293,"MFR+GStr"
"45","1000-0023-118-5904",0,"HS","SW",2010,"6/27/10",178,649,"Hudson Bay","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",155,35,0.939881172,-3.02692705,"M","Northern","Northern",54.433,-131.218,"Mixed","NO","AvgCopy",0.001253264,0,209.8721814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,26.86199998,0,0,0,NA,0,8257.195634,35.91579114,261.1268307,0,0,0,6.58258322,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2010-06-27 03:00:00,"178",2010,"178","2010-06",155,"2010-06",27,10.8810856628418,-0.55807788848877,"MFR+GStr"
"46","1000-0023-118-5908",0,"HS","SW",2010,"6/27/10",178,649,"Kuzkwa Cr","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",164,42,0.95217713,-3.021282254,"M","Northern","Northern",54.443,-131.398,"Mixed","NO","AvgCopy",1298754.323,0,0,0,8415.301463,0,0,0,0,0,0,0,0,0,0,0,0,NA,955.4677177,0,0,0,NA,0,22.70267625,60.76908238,297.2534103,0,0,0,2445.145125,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2010-06-27 03:00:00,"178",2010,"178","2010-06",164,"2010-06",27,10.7501557922363,-0.587348454793293,"MFR+GStr"
"47","1000-0023-118-5907",0,"HS","SW",2010,"6/27/10",178,649,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",187,64,0.978712543,-3.009344846,"F","Northern","Northern",54.443,-131.398,"Mixed","NO","AvgCopy",7.34e-07,0,0,0,2874.650229,0,0,0,0,0,0,0,0,0,0,0,0,NA,35.55643895,0,0,0,NA,0,2.331140264,97.68447999,0.51024156,0,0,0,5.353221723,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2010-06-27 03:00:00,"178",2010,"178","2010-06",187,"2010-06",27,10.7501557922363,-0.587348454793293,"MFR+GStr"
"48","1000-0029-118-B0534",1,"HS","SW",2012,"6/26/12",178,1379,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",125,22,1.1264,-2.948307358,"F","Northern","Northern",52.486,-130.496,"Mixed","NO","AvgCopy",9.33e+11,0,NA,0,30636.53342,0,0,0,0,0,0,0,0,0,0,0,0,0,5269.637329,0,0,0,NA,0,429371.7138,0,55.81753155,0,0,0,4.177933197,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",125,"2012-06",26,10.580400390625,-1.24359933217366,"LILL+GStr"
"49","1000-0029-118-B0536",1,"HS","SW",2012,"6/26/12",178,1379,"Bowron","Bowron","Upper Fraser","Upper Fraser","Fraser","Summer",131,23,1.023090257,-2.990086051,"F","Northern","Northern",52.486,-130.496,"Mixed","NO","AvgCopy",2.35e+14,0,NA,0,240.0796109,0,0,0,0,0,0,0,0,0,0,0,0,0,1484523.39,0,0,0,NA,131.1918245,88.24900435,0,275.1687978,0,0,0,9276.733987,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",131,"2012-06",26,10.580400390625,-1.24359933217366,"UFR+GStr"
"50","1000-0029-118-B0540",1,"HS","SW",2012,"6/26/12",178,1379,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",120,19,1.099537037,-2.958790137,"M","Northern","Northern",52.55,-130.75,"Mixed","NO","AvgCopy",0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",120,"2012-06",26,10.4810485839844,-1.24142201741536,"MFR+GStr"
"51","1000-0029-118-B0526",1,"HS","SW",2012,"6/26/12",178,1379,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",139,26,0.968119454,-3.014071053,"M","Northern","Northern",52.314,-129.693,"Mixed","NO","AvgCopy",31068017.71,NA,NA,NA,18312.93115,0,NA,0,NA,0,0,0,0,0,0,0,0,0,27793.01179,0,0,0,NA,0,83.32255985,87.40265904,3.086665826,0,0,0,1.240699778,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",139,"2012-06",26,10.7225570678711,-1.14527614593507,"MFR+GStr"
"52","1000-0029-118-B0535",1,"HS","SW",2012,"6/26/12",178,1379,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",117,15,0.936555835,-3.028466326,"M","Northern","Northern",52.486,-130.496,"Mixed","NO","AvgCopy",1.268557669,0,NA,0,466.620666,0,0,0,0,0,0,0,2.272566233,0,0,0,0,0,8.380269522,0,0,0,NA,0,10.97196033,1.493111155,0.804113395,0,0,0,3.488398585,0,0,1.083623954,0,0,0,0,0,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",117,"2012-06",26,10.580400390625,-1.24359933217366,"STh+GStr"
"53","1000-0029-118-B0538",1,"HS","SW",2012,"6/26/12",178,1379,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",139,27,1.005354818,-2.997680637,"M","Northern","Northern",52.55,-130.75,"Mixed","NO","AvgCopy",6.78e+18,0,0,0,53849.93781,1892174.1,0,0,0,0,0,0,0,0,0,0,0,0,8.065971479,0,17.43986455,0,NA,0,2633347.311,0,0,0,0,1383.767903,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",139,"2012-06",26,10.4810485839844,-1.24142201741536,"STh+GStr"
"54","1000-0029-118-B0537",1,"HS","SW",2012,"6/26/12",178,1379,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",120,17,0.983796296,-3.007094817,"F","Northern","Northern",52.486,-130.496,"Mixed","NO","AvgCopy",8699348.402,0,0,0,1138.596618,0,0,0,0,0,0,0,0.954906526,0,0,0,0,0,993.1839685,0,0,0,NA,0,38.19943908,1.82166899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",120,"2012-06",26,10.580400390625,-1.24359933217366,"STh+GStr"
"55","1000-0029-118-B0527",1,"HS","SW",2012,"6/26/12",178,1379,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",137,23,0.894470732,-3.048433865,"F","Northern","Northern",52.365,-129.97,"Mixed","NO","AvgCopy",469320435.7,NA,NA,NA,535.1424985,0,NA,0,NA,0,0,0,0,0,0,0,0,0,5.293808315,0,0,0,NA,0,130.1833187,0,433.9814405,0,0,0,18.41076638,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",137,"2012-06",26,10.579293568929,-1.29741954803467,"MFR+GStr"
"56","1000-0029-118-B0529",1,"HS","SW",2012,"6/26/12",178,1379,"M Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",136,25,0.993855587,-3.002676716,"F","Northern","Northern",52.365,-129.97,"Mixed","NO","AvgCopy",571463.9807,NA,NA,NA,2258.812406,0,NA,0,NA,0,0,0,0.934167235,0,0,0,0,0,90467.41546,0,0,0,NA,0,4.051931665,1748.014659,0,0,0,0,1053.163226,0,0,0,NA,0,108.0285351,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",136,"2012-06",26,10.579293568929,-1.29741954803467,"MFR+GStr"
"57","1000-0029-118-B0525",1,"HS","SW",2012,"6/26/12",178,1379,"M Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",146,30,0.963968156,-3.015937313,"M","Northern","Northern",52.314,-129.693,"Mixed","NO","AvgCopy",25605.15976,NA,NA,NA,42.37028208,0,NA,0,NA,0,0,0,0.845513655,0,0,0,0,0,22585.19589,0,0,0,NA,0,4438.781864,0,12.76233345,0,0,0,609.7754097,0,0,0.358506143,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",146,"2012-06",26,10.7225570678711,-1.14527614593507,"MFR+GStr"
"58","1000-0029-118-B0523",1,"HS","SW",2012,"6/26/12",178,1379,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",157,41,1.059460817,-2.974915101,"F","Northern","Northern",52.314,-129.693,"Mixed","NO","AvgCopy",3959.757328,NA,NA,NA,37.41290126,0,NA,0,NA,0,0,0,0,0,0,0,0,0,93955.99633,0,0,0,NA,0,95063.6298,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-26 03:00:00,"178",2012,"178","2012-06",157,"2012-06",26,10.7225570678711,-1.14527614593507,"LFR+GStr"
"59","1000-0017-118-0394",NA,"HS","SW",2008,"6/27/08",179,NA,"Nadina","Nadina","Stellako","Upper Fraser","Fraser","Summer",140,24,NA,NA,"F","Northern","Northern",52.835,-130.885,"Gill","","AvgCopy",1.51e-10,NA,NA,NA,6.223621176,29.20957892,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2834.551889,0,0,2.390867641,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2008-06-27 03:00:00,"179",2008,"179","2008-06",140,"2008-06",27,9.77797937393188,-1.78209785620371,"MFR+GStr"
"60","1000-0029-118-B0549",1,"HS","SW",2012,"6/27/12",179,1380,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",142,28,0.97789674,-3.009707002,"M","Northern","Northern",53.905,-130.895,"Mixed","NO","AvgCopy",1.42e-05,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-27 03:00:00,"179",2012,"179","2012-06",142,"2012-06",27,10.2236800193787,-1.10286164283752,"MFR+GStr"
"61","1000-0029-118-B0550",1,"HS","SW",2012,"6/27/12",179,1380,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",139,27,1.005354818,-2.997680637,"F","Northern","Northern",53.905,-130.895,"Mixed","NO","AvgCopy",0.070373733,NA,NA,NA,3.40109495,0,NA,0,NA,0,0.032793443,0,0,0,0,0,0,0,1857.915225,0,0,0,NA,0,0,0,0,0,0,0,810.7818008,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-27 03:00:00,"179",2012,"179","2012-06",139,"2012-06",27,10.2236800193787,-1.10286164283752,"MFR+GStr"
"62","1000-0029-118-B0558",1,"HS","SW",2012,"6/27/12",179,1380,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",141,24,0.85615797,-3.067446096,"F","Northern","Northern",53.97,-130.93,"Mixed","NO","AvgCopy",0.314281185,NA,NA,NA,5.801072683,0,NA,0,NA,0,0,0,0,0,0,0,0,0,107.4116461,0,0,0,NA,0,0,1.540479136,0.282317742,0,0,0,0,0,0,0,NA,0,0,0,NA,0.464632854,0,0,0,NA,"SpSu",2012-06-27 03:00:00,"179",2012,"179","2012-06",141,"2012-06",27,10.2123260498047,-1.10901133219401,"MFR+GStr"
"63","1000-0015-118-0075",NA,"HS","SW",2007,"6/29/07",180,NA,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",106,10,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Brain","","AvgCopy",0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",106,"2007-06",29,11.4541233634949,-0.611117873191837,"LILL+GStr"
"64","1000-0015-118-0073",NA,"HS","SW",2007,"6/29/07",180,NA,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",118,15,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",0.057661437,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433271348,0,0,0,0,0.086386318,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",118,"2007-06",29,11.4541233634949,-0.611117873191837,"LILL+GStr"
"65","1000-0015-118-0067",NA,"HS","SW",2007,"6/29/07",180,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",106,11,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",2.01e-09,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133641417,0,0,0,0.10151722,0,0,0,0,NA,0,0,0,NA,0.224386164,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",106,"2007-06",29,11.4541233634949,-0.611117873191837,"MFR+GStr"
"66","1000-0015-118-0085",NA,"HS","SW",2007,"6/29/07",180,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",118,15,NA,NA,"M","Northern","ECVI",52.267,-129.469,"Liver","","AvgCopy",0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",118,"2007-06",29,11.4184211794535,-0.507965998649588,"MFR+GStr"
"67","1000-0015-118-0074",NA,"HS","SW",2007,"6/29/07",180,NA,"Chilko south","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",105,11,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",1.51e-11,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0.952901168,0,0,0,0,0,0,0,72.31042668,86.57397587,0,0,0,8.933694193,6.924939498,9.613920438,0,0,NA,0,0,0,NA,67.63927515,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",105,"2007-06",29,11.4541233634949,-0.611117873191837,"MFR+GStr"
"68","1000-0015-118-0081",NA,"HS","SW",2007,"6/29/07",180,NA,"Porter Cr","Early Stuart","Stuart","Upper Fraser","Fraser","Summer",122,16,NA,NA,"M","Northern","ECVI",52.267,-129.469,"Liver","","AvgCopy",307.9676259,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.3232391,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",122,"2007-06",29,11.4184211794535,-0.507965998649588,"MFR+GStr"
"69","1000-0015-118-0068",NA,"HS","SW",2007,"6/29/07",180,NA,"L Adams","Late Shuswap","South Thompson","Thompson","Fraser","Summer",117,14,NA,NA,"F","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",2.11e-09,NA,NA,NA,0,0,NA,0,NA,0,0,0,0.172736627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125522604,0.692996253,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",117,"2007-06",29,11.4541233634949,-0.611117873191837,"STh+GStr"
"70","1000-0015-118-0072",NA,"HS","SW",2007,"6/29/07",180,NA,"Little","Late Shuswap","South Thompson","Thompson","Fraser","Summer",112,12,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",6.82e-06,NA,NA,NA,0,0,NA,0,NA,0,0,0,0.610930382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10429349,1.331398277,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",112,"2007-06",29,11.4541233634949,-0.611117873191837,"STh+GStr"
"71","1000-0015-118-0069",NA,"HS","SW",2007,"6/29/07",180,NA,"Mitchell","Quesnel","Upper Middle Fraser","Middle Fraser","Fraser","Summer",104,10,NA,NA,"U","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",6.8e-08,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16693275,0,0,0,0,0.677119738,0,0,0,0,NA,0,0,0,NA,0.839481466,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",104,"2007-06",29,11.4541233634949,-0.611117873191837,"MFR+GStr"
"72","1000-0015-118-0076",NA,"HS","SW",2007,"6/29/07",180,NA,"U Horsefly","Quesnel","Upper Middle Fraser","Middle Fraser","Fraser","Summer",94,7,NA,NA,"M","Northern","ECVI",52.209,-129.201,"Brain","","AvgCopy",0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",94,"2007-06",29,11.4541233634949,-0.611117873191837,"MFR+GStr"
"73","1000-0015-118-0071",NA,"HS","SW",2007,"6/29/07",180,NA,"U Horsefly","Quesnel","Upper Middle Fraser","Middle Fraser","Fraser","Summer",99,9,NA,NA,"U","Northern","ECVI",52.209,-129.201,"Liver","","AvgCopy",1.75e-13,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06937984,112.7989195,0,0,0,0,0,0.139300335,0,0,NA,0,0,0,NA,26.83597484,0,0,0,NA,"SpSu",2007-06-29 03:00:00,"180",2007,"180","2007-06",99,"2007-06",29,11.4541233634949,-0.611117873191837,"MFR+GStr"
"74","1000-0020-118-2503",NA,"HS","SW",2009,"6/29/09",180,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",166,47,NA,NA,"","WCVI","WCVI",53.683,-133.093,"Gill","","AvgCopy",1.68e-10,NA,NA,NA,21059.28772,0,NA,0,NA,0,4.759369187,0,0,1.105320418,0,0,11.89159527,NA,0,0,0,0,0,0,0,92311477.48,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-06-29 03:00:00,"180",2009,"180","2009-06",166,"2009-06",29,10.8821751403809,-0.0914569902419942,"MFR+GStr"
"75","1000-0020-118-2502",0,"HS","SW",2009,"6/29/09",180,286,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",160,43,1.049804688,-2.978891492,"","WCVI","WCVI",53.683,-133.093,"Mixed","NO","AvgCopy",12616.60351,0,0,0,97.15266252,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1.997331476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-29 03:00:00,"180",2009,"180","2009-06",160,"2009-06",29,10.8821751403809,-0.0914569902419942,"LILL+GStr"
"76","1000-0020-118-2500",0,"HS","SW",2009,"6/29/09",180,286,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",167,45,0.96619125,-3.0149369,"","Northern","Northern",53.799,-133.209,"Mixed","NO","AvgCopy",0.0005935,0,0,0,195.4628766,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,17499.39926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-29 03:00:00,"180",2009,"180","2009-06",167,"2009-06",29,10.7827091598511,-0.133494737943012,"LFR+GStr"
"77","1000-0023-118-5945",0,"HS","SW",2010,"6/29/10",180,651,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",158,37,0.938059667,-3.027769537,"M","WCVI","WCVI",53.042,-132.545,"Mixed","NO","AvgCopy",2.79932162,0,0,0,7435.971593,0,0,0,0,0,0,0,0,0,0,0,0,NA,216361.7906,0,0,0,NA,0,50426.90085,0,36.75523634,0,0,0,552.6198065,0,0,1.245987376,0,0,0,0,0,0,0,0,0,NA,"SpSu",2010-06-29 03:00:00,"180",2010,"180","2010-06",158,"2010-06",29,10.3102483113607,-0.81754905912611,"MFR+GStr"
"78","1000-0029-118-B0569",1,"HS","SW",2012,"6/28/12",180,1381,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",145,29,0.951248514,-3.021706009,"M","Northern","Northern",54.448,-131.418,"Mixed","NO","AvgCopy",300433846.5,NA,NA,NA,1362.338896,0,NA,0,NA,0,0.055466531,0,5.109891803,0,0,0,0,0,77.47514918,0,0,0,NA,0,225639.239,0,2728.879811,0,0,0,10.90515473,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",145,"2012-06",28,10.3933317565918,-0.929808260599776,"LILL+GStr"
"79","1000-0029-118-B0562",1,"HS","SW",2012,"6/28/12",180,1381,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",130,21,0.955848885,-3.019610762,"F","Northern","Northern",54.42,-131.048,"Mixed","NO","AvgCopy",701.953142,NA,NA,NA,72.13700083,0,NA,0,NA,0,0,0,0,0,0,0,0,0,20600.77977,0,0,0,NA,0,1268822.457,0,0,0,0,0,79.26451272,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",130,"2012-06",28,10.327012125651,-1.12349499949703,"MFR+GStr"
"80","1000-0029-118-B0564",1,"HS","SW",2012,"6/28/12",180,1381,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",140,26,0.947521866,-3.023410759,"M","Northern","Northern",54.438,-131.238,"Mixed","NO","AvgCopy",4889550.83,NA,NA,NA,715.1708729,0,NA,0,NA,0,0,0,0,0.067267032,0,0,0,0,901.6898598,0,0,0,NA,0,126128.8048,0,141.4917332,0,0,0,623.327606,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",140,"2012-06",28,10.3917491658529,-1.0446080440945,"MFR+GStr"
"81","1000-0029-118-B0585",1,"HS","SW",2012,"6/28/12",180,1381,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",220,120,1.126972201,-2.948086796,"M","WCVI","WCVI",53.685,-133.095,"Mixed","NO","AvgCopy",102.9248637,NA,NA,NA,1.582502013,404.200226,NA,0,NA,0,0,0,4.138542854,0,0,0,0,0,0,0,0,0,NA,0,20968.73288,0,3.211066926,0,0,0,12.90141927,0,0,1.729341033,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",220,"2012-06",28,9.85323031743368,-1.11934101581573,"MFR+GStr"
"82","1000-0029-118-B0584",1,"HS","SW",2012,"6/28/12",180,1381,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",215,100,1.006200712,-2.99731538,"F","WCVI","WCVI",53.685,-133.095,"Mixed","NO","AvgCopy",13.01207498,NA,NA,NA,56.49930009,0,NA,0,NA,0,0,0,533.5012476,0,0,0,51.02679824,0,0,0,0,0,NA,0,650.9900749,0,0,0,0,0,0,0,0,3.869890298,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",215,"2012-06",28,9.85323031743368,-1.11934101581573,"MFR+GStr"
"83","1000-0029-118-B0582",1,"HS","SW",2012,"6/28/12",180,1381,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",211,108,1.149678447,-2.93942361,"M","WCVI","WCVI",53.685,-133.095,"Mixed","NO","AvgCopy",1.361919314,NA,NA,NA,1.533296441,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,255972.9636,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",211,"2012-06",28,9.85323031743368,-1.11934101581573,"STh+GStr"
"84","1000-0029-118-B0566",1,"HS","SW",2012,"6/28/12",180,1381,"L Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",140,24,0.874635569,-3.058172865,"M","Northern","Northern",54.438,-131.238,"Mixed","NO","AvgCopy",4827024.277,NA,NA,NA,31.72849519,0,NA,0,NA,0,0,0,0.649686602,0,0,0,0.672673706,0,73916.44869,0,0,0,NA,2425.685961,48.52508471,1541.216774,1.260360825,0,0,0,2704.339099,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",140,"2012-06",28,10.3917491658529,-1.0446080440945,"MFR+GStr"
"85","1000-0029-118-B0568",1,"HS","SW",2012,"6/28/12",180,1381,"L Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",147,28,0.881466937,-3.054793973,"F","Northern","Northern",54.438,-131.238,"Mixed","NO","AvgCopy",5.74e+11,NA,NA,NA,208.4001898,0,NA,0,NA,0,0,0,3.967809842,0,0,0,0,0,182935.8915,0,0,0,NA,0,69.96836688,926.4778586,7.050477848,0,0,0,1902.544164,0,0,2.995359831,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",147,"2012-06",28,10.3917491658529,-1.0446080440945,"MFR+GStr"
