"","ID","Longitude","Latitude","X","Y","start_loc1","Phillips Arm","Lees Bay","Cliff Bay","Conville Bay","Dunsterville","Port Elizabeth","Larsen Island","Okisollo","Yellow Island","Vantage","St Vincent Bay","Glacial Creek","Raza Island","Venture Point","Salten","Bickley Bay","Thurlow","Sonora Point","Brougham Point","Kunechin","Site 9","Doctor Bay","Cypress Harbour","Swanson","Arrow Pass","Midsummer","Read Island","Frederick Arm","Newcomb","Hardy Bay","Sir Edmund Bay","Cyrus Rock","Upper Retreat","Site 13","Young Pass","Chancellor Channel","Cecil Island","Wicklow Point","Glacier Falls","Shelter Pass","Maude Island","Barnes Bay","Lochalsh Bay","Bell Island","Sargeaunt Pass","Shaw Point","Burdwood","Potts Bay","Far Side","Egerton Creek","Raynor","Doyle Island","Duncan Island","Althorpe","Wehlis Bay","Simmonds Point","Shelter Bay","Marsh Bay","Robertson","Brent Island","Jackson Passage","Hardwicke","Doctor Islets","Humphrey Rock","Kid Bay","Culloden","Ahlstrom","Goat Cove","Noo-la","Wa-kwa","Sheep Passage","Lime Point","Ghi ya","Wanx talis","Tsa-ya","Cougar","Alexander","Jackson Pass","Middle Point","Conville Point"
"154","samp_loc153",-125.8754333,50.40716667,-125.8754333,50.40716667,245683.883538559,38810.3502951647,12547.5575934227,77662.9536926264,64470.7867751555,68384.924518598,57360.5011424241,65328.1740847528,43225.783914951,55339.5806359965,181345.861204167,163616.659899031,196036.695015727,66287.9026937079,41525.8139782913,187871.550161001,34395.2601622078,41768.63804184,43269.1307485648,36895.6951313656,189421.561717622,193862.198985138,86959.6281489409,88732.4210256285,66393.1557413836,75778.2746398648,70063.5770085575,67403.9536382154,43992.7465279239,193495.872740395,119421.532981765,83403.8635188211,54272.0914798178,74595.66688838,186306.400836951,38958.3681876408,15175.4699239753,92268.9186084376,82949.0300561482,73192.3207959564,128408.619081418,95262.7134205446,47452.7427760873,332982.056209725,127167.397178314,53891.5949623947,15858.3887038464,76305.3645297212,68688.0558208559,42643.2977092408,44011.7513363214,114846.155697287,124229.671104886,128955.322006103,18602.601278773,98066.4928035754,99693.3090850717,131237.408397593,120559.650099092,126773.867278982,40665.6675104483,330132.962510534,7599.77694667829,51117.7976458905,53724.0155944414,357286.525522462,157793.946397872,153577.63657996,355347.817698378,49926.6864041392,48933.2260389148,363177.583645107,361965.896384335,157094.887026845,154259.580749668,47777.6874226984,348142.586416361,343545.162106842,330270.884013151,59833.2586386862,63468.3047510574
"155","samp_loc154",-125.0676833,49.92168333,-125.0676833,49.92168333,160157.259347458,72321.6046172342,84130.8824534762,163295.386363776,29461.5607703113,25571.5426731509,142992.933813574,150960.606755902,50757.5142479774,30438.4677090055,96535.2021596229,78806.0008544873,111226.035971183,44984.2772289139,50474.8782761325,103060.891116457,73864.1382301309,63436.4676932875,66214.1908236767,58571.1446486357,104610.902673078,109051.539940594,46715.4219687888,174364.853696778,152025.588412533,161410.707311014,155696.009679707,26459.7503267683,64973.8911353189,108685.213695851,205053.965652914,169036.296189971,39938.673632224,160228.09955953,101495.741792407,59836.1733789201,81593.8112104477,177901.351279587,168581.462727298,158824.753467106,214041.051752568,180895.146091694,48070.0308204616,418614.488880875,212799.829849464,139524.027633544,97131.8182020415,161937.797200871,154320.488492006,66179.1329582609,64938.1246679396,200478.588368436,209862.103776036,214587.754677253,91683.610281061,183698.925474725,185325.741756221,216869.841068743,206192.082770241,212406.299950131,48494.8744381352,415765.395181683,81148.8490778323,136750.23031704,139356.448265591,442918.958193612,72983.2873533279,68766.9775354155,440980.250369528,135559.119075289,134565.658710064,448810.016316256,447598.329055485,242727.319697994,239892.013420817,133410.120093848,433775.019087511,429177.594777991,415903.316684301,25918.738415137,30386.8701942321
"156","samp_loc155",-124.9734,49.84841667,-124.9734,49.84841667,149953.239537016,81401.0446554887,94678.8482338341,173843.352144134,39284.8940290551,35396.9219525489,153540.899593932,161508.57253626,60580.8475067212,40986.4334893634,87778.8573787726,70049.656073637,102469.691190333,53974.2337729843,61022.8440564904,94304.5463356069,83249.7796066384,73984.4334736454,76762.1566040347,69119.1104289936,95854.5578922277,100295.195159744,50121.0279749992,184912.819477136,162573.554192891,171958.673091372,166243.975460065,36283.0835855121,74053.3311735734,99928.8689150004,215601.931433272,179584.261970329,49762.0068909678,170776.065339888,92739.3970115564,70384.139159278,92141.7769908056,188449.317059945,179129.428507656,169372.719247464,224589.017532926,191443.111872052,57893.3640792054,429162.454661232,223347.795629821,150071.993413902,107679.783982399,172485.762981229,164868.454272363,75258.5729965155,74017.5647061942,211026.554148794,220410.069556394,225135.720457611,102231.576061419,194246.891255083,195873.707536579,227417.806849101,216740.048550599,222954.265730489,59042.8402184931,426313.360962041,91696.8148581902,147298.196097398,149904.414045949,453466.92397397,64226.9425724776,60010.6327545652,451528.216149886,146107.084855647,145113.624490422,459357.982096614,458146.294835842,253275.285478352,250439.979201175,143958.085874206,444322.984867869,439725.560558349,426451.282464659,36466.7041954949,40210.2034529759
"157","samp_loc156",-124.9314,49.77538333,-124.9314,49.77538333,143160.070432704,90019.0572571508,102820.122259271,181984.626169571,47951.4923106875,44063.5202341813,161682.173619368,169649.846561697,69247.4457883536,49127.7075148003,84383.3677346267,66654.1664294911,99074.2015461871,62592.2463746463,69164.1180819273,90909.056691461,91867.7922083005,82125.7074990823,84903.4306294715,77260.3844544305,92459.0682480819,96899.7055155976,57112.8887889356,193054.093502573,170714.828218328,180099.947116809,174385.249485502,44949.6818671445,82671.3437752355,96533.3792708545,223743.205458709,187725.535995765,58428.6051726002,178917.339365324,89343.9073674105,78525.4131847149,100283.051016242,196590.591085382,187270.702533093,177513.993272901,232730.291558362,199584.385897489,66559.9623608378,437303.728686669,231489.069655258,158213.267439339,115821.058007836,180627.037006666,173009.7282978,83876.5855981775,82635.5773078562,219167.828174231,228551.343581831,233276.994483048,110372.850086856,202388.16528052,204014.981562016,235559.080874538,224881.322576036,231095.539755926,67184.11424393,434454.634987478,99838.088883627,155439.470122835,158045.688071386,461608.197999407,60831.4529283317,56615.1431104193,459669.490175323,154248.358881084,153254.898515859,467499.256122051,466287.568861279,261416.559503789,258581.253226612,152099.359899643,452464.258893306,447866.834583786,434592.556490096,44607.9782209318,48876.8017346083
"158","samp_loc157",-124.8112833,49.77683333,-124.8112833,49.77683333,135829.662531245,92372.3272418084,108614.211821412,187778.715731712,51628.9316644787,47740.9595879725,167476.263181509,175443.936123838,72924.8851421448,54921.7970769413,75814.574054937,58085.3727498014,90505.4078664974,62795.5710844537,74511.9199610105,82340.2630117713,94221.0621929581,87919.7970612233,88643.5286419797,83054.4740165715,83890.2745683922,88330.9118359079,56731.0055251278,198848.183064714,176508.917780469,185894.03667895,180179.339047643,48627.1212209357,85024.6137598931,87964.5855911648,229537.29502085,193519.625557906,62106.0445263914,184711.428927465,80775.1136877208,84319.5027468559,106077.140578383,202384.680647523,193064.792095234,183308.082835042,238524.381120503,205378.47545963,70237.401714629,443097.81824881,237283.159217399,164007.35700148,121615.147569977,186421.126568807,178803.817859941,86229.8555828351,84988.8472925138,224961.917736372,234345.433143972,239071.084045189,116166.939648997,208182.254842661,209809.071124157,241353.170436679,230675.412138177,236889.629318067,72978.203806071,440248.724549619,105632.178445768,161233.559684976,163839.777633527,467402.287561548,52262.659248642,48046.3494307296,465463.579737464,160042.448443225,159048.988078,473293.345684192,472081.65842342,267210.64906593,264375.342788753,157893.449461784,458258.348455447,453660.924145927,440386.646052237,50402.0677830728,52554.2410883995
"159","samp_loc158",-124.6660333,49.55623333,-124.6660333,49.55623333,115334.312235171,118712.967619942,133820.739936914,212985.243847214,78149.2315808109,74261.2595043047,192682.791297012,200650.46423934,99445.185058477,80128.3251924436,87264.0491354102,71898.1294163683,104318.164533064,89136.2114625874,100164.735759571,93789.7380922445,120561.702571092,113126.325176726,114984.169020113,108261.002132074,95339.7496488654,99780.3869163811,82348.0737401582,224054.711180216,201715.445895971,211100.564794452,205385.867163145,75147.4211372679,111365.254138027,100726.220902021,254743.823136352,218726.153673409,88626.3444427236,209917.957042968,92224.588768194,109526.030862358,131283.668693886,227591.208763025,218271.320210736,208514.610950544,263730.909236006,230585.003575132,96757.7016309612,468304.346364313,262489.687332902,189213.885116982,146821.67568548,211627.654684309,204010.345975444,112570.495960969,111329.487670647,250168.445851875,259551.961259474,264277.612160691,141373.467764499,233388.782958163,235015.599239659,266559.698552181,255881.94025368,262096.157433569,98184.7319215733,465455.252665122,130838.70656127,186440.087800478,189046.305749029,492608.81567705,66075.4159152089,61859.1060972965,490670.107852966,185248.976558727,184255.516193502,498499.873799695,497288.186538923,292417.177181432,289581.870904255,183099.977577286,483464.876570949,478867.45226143,465593.174167739,75608.5958985751,79074.5410047317
"160","samp_loc159",-124.4615167,49.4327,-124.4615167,49.4327,96623.5344639366,136206.830369236,153815.94922837,232980.45313867,97478.6519760231,93590.6798995169,212678.000588467,220645.673530796,118774.605453689,100123.534483899,74687.213608274,66821.4979172764,92782.0818074225,106630.074211881,120159.945051026,81212.9025651083,138055.565320386,133121.534468181,132478.031769407,128256.211423529,82762.9141217291,87203.5513892449,99801.3751614555,244049.920471672,221710.655187427,231095.774085908,225381.076454601,94476.8415324801,128859.116887321,88149.385374885,274739.032427808,238721.362964864,107955.764837936,229913.166334423,79647.7532410577,129521.240153814,151278.877985341,247586.418054481,238266.529502191,228509.820242,283726.118527461,250580.212866588,116087.122026173,488299.555655768,282484.896624357,209209.094408438,166816.884976935,231622.863975764,224005.555266899,130064.358710263,128823.350419941,270163.65514333,279547.170550929,284272.821452147,161368.677055954,253383.992249619,255010.808531115,286554.907843637,275877.149545135,282091.366725025,118179.941213029,485450.461956577,150833.915852726,206435.297091934,209041.515040484,512604.024968505,63643.6393365774,60426.9305420194,510665.317144421,205244.185850182,204250.725484958,518495.08309115,517283.395830378,312412.386472888,309577.080195711,203095.186868741,503460.085862404,498862.661552885,485588.383459194,95603.8051900305,98403.9613999439
"161","samp_loc160",-125.4867,50.3491,-125.4867,50.3491,217400.027226655,22875.4480028552,26797.0842188407,106255.832176897,36167.8765439181,40082.0142873607,85953.3796266947,93921.0525690234,14922.8736837137,27055.7243240922,153062.004892263,135332.803587127,167752.838703823,37984.9924624706,13222.9037470539,159587.693849097,18667.6453859064,13216.6991604394,16083.8613494227,8343.75624996505,161137.705405718,165578.342673234,58656.7179177036,117325.299509899,94986.0342256542,104371.153124135,98656.4554928281,39101.0434069781,20324.2983626016,165212.016428491,148014.411466035,111996.742003092,25969.1812485805,103188.545372651,158022.544525047,10406.4293062403,24260.0129758122,120861.797092708,111541.908540419,101785.199280227,157001.497565689,123855.591904815,19149.8325448499,361574.934693996,155760.275662585,82484.4734466653,40092.2640151625,104898.243013992,97280.9343051265,19697.8150956795,20317.6814742862,143439.034181557,152822.549589157,157548.200490374,34644.056094182,126659.371287846,128286.187569342,159830.286881864,149152.528583362,155366.745763252,12362.7572792109,358725.840994804,24109.2948909533,79710.6761301612,82316.894078712,385879.404006733,129510.090085968,125293.780268055,383940.696182649,78519.5648884098,77526.1045231854,391770.462129377,390558.774868606,185687.765511115,182852.459233938,76370.565906969,376735.464900632,372138.040591113,358863.762497422,31549.4023267819,35165.39451982
"162","samp_loc161",-126.0291,50.46951667,-126.0291,50.46951667,258976.96240342,51625.0979540807,25795.4725357778,65069.3977504702,77763.8656400171,81678.0033834597,44766.9452002678,53168.5085175964,56518.8627798126,68632.6595008581,194638.940069029,176909.738763893,209329.773880589,79580.9815585695,54818.8928431529,201164.629025863,47210.0078211238,55061.7169067016,56083.8784074808,50188.7739962272,202714.640582484,207155.27785,100252.707013803,76138.8650834723,54233.4901742272,63184.7186977086,57903.9114414011,80697.032503077,56807.4941868399,206788.951605256,107261.867414608,70810.3075766648,67565.1703446795,62002.1109462238,199599.479701812,52251.4470525025,28118.8179517145,79675.3626662813,70355.474113992,60598.7648538002,116248.953514262,82669.1574783884,60745.8216409489,320822.390642569,115007.731611158,41298.0390202385,10336.8705776264,63711.808587565,56094.4998786997,55458.0453681568,56826.4989952374,102686.49013013,112070.00553773,116795.656438947,15607.4417633993,85906.827236419,87533.6435179153,119077.742830437,108399.984531935,114614.201711825,53958.7463753099,317973.296943377,20847.6918890333,38524.2417037343,41130.4596522852,345126.859955306,171087.025262734,166870.715444821,343188.152131222,37333.130461983,36339.6700967585,351017.91807795,349806.230817178,144935.221459688,142099.915182511,35184.1314805422,335982.920849205,331385.496539685,318111.218445995,73126.3375035478,76761.383615919
"163","samp_loc162",-126.0374667,50.43543333,-126.0374667,50.43543333,257608.38529709,50689.7102675295,24426.9175657875,65788.0823707527,76395.2885336865,80309.4262771291,45485.6298205503,53410.1988456633,55150.2856734821,67264.0823945276,193270.362962698,175541.161657563,207961.196774259,78212.404452239,53450.3157368224,199796.051919533,46274.6201345726,53693.1398003711,55148.4907209296,48820.1968898967,201346.063476153,205786.700743669,98884.129907472,76857.5497037548,54475.1805022941,63903.403317991,58145.601769468,79328.4553967465,55872.1065002887,205420.374498926,107503.557742675,71528.9921969473,66196.5932383489,62720.7955665063,198230.902595482,50882.8699461719,27054.82989634,80394.0472865638,71074.1587342745,61317.4494740827,116490.643842329,83387.8420986708,59377.2445346184,321064.080970635,115249.421939224,42016.723640521,11855.8787662106,64430.4932078474,56813.1844989821,54522.6576816056,55891.1113086862,102928.180458197,112311.695865797,117037.346767014,16799.4050741876,86148.517564486,87775.3338459822,119319.433158504,108641.674860002,114855.892039892,52590.1692689794,318214.987271444,19479.1369190431,39242.9263240168,41849.1442725676,345368.550283373,169718.448156403,165502.138338491,343429.842459289,38051.8150822655,37058.354717041,351259.608406017,350047.921145245,145176.911787755,142341.605510578,35902.8161008247,336224.611177272,331627.186867752,318352.908774062,71757.7603972173,75392.8065095885
"164","samp_loc163",-125.99715,50.42301667,-125.99715,50.42301667,254471.038935519,47571.8716356156,21309.0789338736,68968.3215211256,73257.9421721155,77172.079915558,48665.8689709232,56590.4427004907,52012.939311911,64126.7360329565,190133.016601127,172403.815295991,204823.850412687,75075.0580906679,50312.9693752513,196658.705557961,43156.7815026587,50555.7934388,52030.6520890156,45682.8505283256,198208.717114582,202649.354382098,95746.7835459009,80037.7888541277,57655.4243571215,67083.6424683639,61325.8456242954,76191.1090351754,52754.2678683747,202283.028137355,110683.801597502,74709.2313473202,63059.2468767778,65901.0347168792,195093.556233911,47745.5235846008,23936.9912644261,83574.2864369367,74254.3978846474,64497.6886244556,119670.887697156,86568.0812490437,56239.8981730473,324244.324825463,118429.665794052,45196.9627908939,10207.5483260763,67610.7323582203,59993.423649355,51404.8190496917,52773.2726767723,106108.424313025,115491.939720624,120217.590621841,14773.2480426588,89328.7614193134,90955.5777008096,122499.677013331,111821.91871483,118036.13589472,49452.8229074083,321395.231126272,16361.2982871291,42423.1654743897,45029.3834229405,348548.7941382,166581.101794832,162364.79197692,346610.086314116,41232.0542326384,40238.5938674139,354439.852260845,353228.165000073,148357.155642582,145521.849365406,39083.0552511975,339404.855032099,334807.43072258,321533.152628889,68620.4140356462,72255.4601480174
"165","samp_loc164",-125.9645833,50.44665,-125.9645833,50.44665,254912.698771987,47512.5209845516,21731.2089043442,70142.093779252,73699.6020085835,77613.7397520261,49839.6412290496,58111.4621182597,52454.599148379,64568.3958694245,190574.676437595,172845.47513246,205265.510249156,75516.717927136,50754.6292117193,197100.365394429,43097.4308515947,50997.453275268,51971.3014379516,46124.5103647937,198650.37695105,203091.014218566,96188.443382369,81211.5611122541,59176.4437748905,68257.4147264903,62846.8650420644,76632.7688716435,52694.9172173107,202724.687973823,112204.821015271,75883.0036054466,63500.9067132459,67074.8069750055,195535.216070379,48187.1834210689,24006.2409821854,84748.0586950631,75428.1701427738,65671.460882582,121191.907114925,87741.8535071701,56681.5580095153,325765.344243232,119950.685211821,46370.7350490203,6760.61896431377,68784.5046163467,61167.1959074814,51345.4683986277,52713.9220257083,107629.443730794,117012.959138393,121738.61003961,11495.356900389,90849.7808370823,92476.5971185786,124020.6964311,113342.938132599,119557.155312489,49894.4827438763,322916.250544041,16783.4282575998,43596.9377325161,46203.1556810669,350069.813555969,167022.7616313,162806.451813388,348131.105731885,42405.8264907648,41412.3661255403,355960.871678614,354749.184417842,149878.175060351,147042.868783174,40256.8275093239,340925.874449868,336328.450140349,323054.172046658,69062.0738721142,72697.1199844854
"166","samp_loc165",-125.9090333,50.47263333,-125.9090333,50.47263333,258559.92778063,43075.0253354918,17330.1624522685,73610.4699620796,77346.8310172261,81260.9687606687,53308.0174118773,61715.5934842793,56101.8281570217,68215.6248780672,193724.193298306,175994.99199317,208415.027109866,72953.5956909779,54401.858220362,200249.88225514,38659.9352025349,49040.126835881,47533.8057888918,49771.7393734363,201799.893811761,206240.531079277,93625.3211462109,84679.9372950817,62780.5751409101,71725.7909093179,66450.996408084,80279.9978802861,48257.4215682509,205874.204834534,115808.952381291,79351.3797882743,67148.1357218885,70543.1831578332,198684.73293109,51834.4124297115,19568.7453331256,88216.4348778908,78896.5463256014,69139.8370654096,124796.038480945,91210.2296899978,60328.787018158,329369.475609251,123554.81657784,49839.1112318479,1870.50253230881,72252.8807991744,64635.5720903091,46907.9727495679,48276.4263766485,111233.575096813,120617.090504413,125342.74140563,7054.25135257289,94453.912203102,96080.7284845982,127624.82779712,116947.069498618,123161.286678508,53541.711752519,326520.38191006,17864.1190747413,47065.3139153437,49671.5318638946,353673.944921989,170172.278492011,165955.968674098,351735.237097905,45874.2026735924,44880.742308368,359565.003044633,358353.315783861,153482.306426371,150647.000149194,43725.2036921516,344530.005815888,339932.581506368,326658.303412678,72709.3028807569,76344.348993128
"167","samp_loc166",-125.7426667,50.44083333,-125.7426667,50.44083333,245500.766834364,30014.150798069,4253.52627669332,86689.1834854467,64287.6700709607,68201.8078144033,66386.7309352444,74794.3070076464,43042.6672107563,55156.4639318017,180663.318760883,162934.117455747,195354.152572443,59892.7211535551,41342.6972740966,187189.007717717,25599.0606651121,35979.2522984582,34472.9312514691,36712.5784271709,188739.019274338,193179.656541854,80564.4466087881,97758.6508184488,75859.2886642772,84804.5044326851,79529.7099314511,67220.8369340207,35196.5470308281,192813.330297111,128887.665904658,92430.0933116414,54088.9747756231,83621.8966812003,185623.858393667,38775.2514834461,6507.87079570281,101295.148401258,91975.2598489685,82218.5505887768,137874.752004312,104288.943213365,47269.6260718925,342448.189132619,136633.530101208,62917.824755215,11693.5957136806,85331.5943225415,77714.2856136762,33847.0982121451,35215.5518392257,124312.28862018,133695.80402778,138421.454928997,6245.38779270013,107532.625726469,109159.442007965,140703.541320487,130025.783021985,136240.000201875,40482.5508062536,339599.095433427,4804.95812847584,60144.0274387108,62750.2453872617,366752.658445356,157111.403954588,152895.094136676,364813.950621272,58952.9161969595,57959.4558317351,372643.716568,371432.029307229,166561.019949738,163725.713672561,56803.9172155187,357608.719339255,353011.295029735,339737.016936045,59650.1419344915,63285.1880468626
"168","samp_loc167",-125.32945,50.30458333,-125.32945,50.30458333,205584.722275104,28673.3180944066,40636.9620333958,119802.590013382,22343.2478096592,26257.3855531018,99500.1374631796,107467.810405508,1089.91179157247,20625.1041262408,140723.150095511,122993.948790375,155413.983907071,24160.3637282117,640.808069390818,147248.839052345,29449.924366885,19022.2538300416,21799.9769604308,14156.9307853898,148798.850608966,153239.487876482,44832.0891834447,130872.057346384,108532.792062139,117917.91096062,112203.213329313,25276.4146727192,26083.2867051774,152873.161631738,161561.16930252,125543.499839577,12144.5525143216,116735.303209135,145683.689728294,15421.9595156741,38099.8907903673,134408.554929193,125088.666376904,115331.957116712,170548.255402173,137402.3497413,5314.45706770633,375121.69253048,169307.033499069,96031.2312831502,53639.0218516473,118445.000850477,110827.692141611,25489.9047397764,26076.669816862,156985.792018042,166369.307425642,171094.958326859,48190.8139306669,140206.129124331,141832.945405827,173377.044718349,162699.286419847,168913.503599737,2487.53934813968,372272.598831289,37656.0527274381,93257.433966646,95863.6519151969,399426.161843218,117171.235289216,112954.925471303,397487.454019134,92066.3227248947,91072.8623596703,405317.219965862,404105.53270509,199234.5233476,196399.217070423,89917.3237434539,390282.222737117,385684.798427597,372410.520333907,25118.7821289306,21340.7657855611
"169","samp_loc168",-125.1905667,50.3062,-125.1905667,50.3062,198653.250997103,29911.4271364551,50936.7000810251,130102.328061011,15777.3217276643,19691.4594711068,109799.875510809,117767.548453138,9365.77542764384,29880.8673038829,133791.665565716,116062.46426058,148482.499377276,13827.3860087069,10952.8102465096,140317.35452255,31760.1620876048,28911.8513772366,26182.6285366263,24456.6688330191,141867.366079171,146308.003346687,34499.1114639399,141171.795394013,118832.530109768,128217.64900825,122502.951376942,18710.4885907242,22563.7136545398,145941.677101944,171860.907350149,135843.237887206,5948.23951659957,127035.041256765,138752.2051985,25721.6975633034,48399.6288379966,144708.292976822,135388.404424533,125631.695164341,180847.993449803,147702.087788929,6363.99709016607,385421.43057811,179606.771546699,106330.969330779,63938.7598992766,128744.738898106,121127.430189241,23768.9554774818,22527.9471871605,167285.530065672,176669.045473271,181394.696374488,58490.5519782962,150505.86717196,152132.683453456,183676.782765978,172999.024467477,179213.241647366,12232.3702626338,382572.336878919,47955.7907750674,103557.172014275,106163.389962826,409725.899890847,110239.750759421,106023.440941509,407787.192066763,102366.060772524,101372.6004073,415616.958013492,414405.27075272,209534.261395229,206698.955118052,100217.061791083,400581.960784746,395984.536475227,382710.258381536,34374.5453065726,14774.8397035662
"170","samp_loc169",-125.08735,50.32355,-125.08735,50.32355,191246.410550544,26904.4334526373,50713.4227852203,138154.248656929,16715.368015159,20581.9683515578,117851.796106727,125819.469049056,17417.6960235619,37932.787899801,126384.825119157,108655.623814021,141075.658930717,5788.93072758508,19004.7308424277,132910.514075991,28753.168403787,25904.8576934188,23175.6348528086,30766.7527300985,134460.525632612,138901.162900128,26460.6561828181,149223.715989931,126884.450705686,136269.569604168,130554.87197286,19586.9309660564,19556.719970722,138534.836655385,179912.827946067,143895.158483124,13874.9181578438,135086.961852683,131345.364751941,31718.6331177023,48176.3515421918,152760.21357274,143440.325020451,133683.615760259,188899.914045721,155754.008384847,14415.9176860842,393473.351174028,187658.692142617,114382.889926698,65958.7392563685,136796.659494024,129179.350785159,20761.961793664,19520.9535033427,175337.45066159,184720.966069189,189446.616970406,60510.531335388,158557.787767878,160184.604049375,191728.703361896,181050.945063395,187265.162243285,20284.2908585519,390624.257474837,55503.2406925807,111609.092610193,114215.310558744,417777.820486765,102832.910312862,98616.6004949496,415839.112662681,110417.981368442,109424.521003218,423668.87860941,422457.191348638,217586.181991147,214750.87571397,108268.982387001,408633.881380664,404036.457071145,390762.178977454,42426.4659024907,15673.8172706261
"171","samp_loc170",-125.1007667,50.14823333,-125.1007667,50.14823333,177277.61645563,48381.155375158,71887.5938017943,151053.22178178,9020.71567074701,5132.74359424078,130750.769231578,138718.442173907,30316.669148413,37299.6683591364,112416.044276036,94686.8429709002,127106.878087596,20954.3444926535,31903.7039672788,118941.73323287,50229.8903263077,47381.5796159395,44652.3567753292,45407.5625537883,120491.744789491,124932.382057007,36292.1898082058,162122.689114783,139783.423830538,149168.542729019,143453.845097711,6018.90522720396,41033.4418932426,124566.055812264,192811.801070919,156794.131607975,19497.8285326597,147985.934977534,117376.58390882,46672.5912840726,69350.5225587658,165659.186697592,156339.298145302,146582.58888511,201798.887170572,168652.981509699,27629.1857208973,406372.324298879,200557.665267468,127281.863051549,84889.6536200458,149695.632618875,142078.32391001,42238.6837161847,40997.6754258634,188236.423786441,197619.93919404,202345.590095257,79441.4456990654,171456.760892729,173083.577174226,204627.676486747,193949.918188246,200164.135368136,33183.263983403,403523.230599688,68906.6844958366,124508.065735045,127114.283683595,430676.793611616,88864.1294697408,84647.8196518284,428738.085787532,123316.954493293,122323.494128069,436567.851734261,435356.164473489,230485.155115998,227649.848838822,121167.955511852,421532.854505515,416935.430195996,403661.152102305,32779.939065268,9946.02509466782
"172","samp_loc171",-125.2127,50.12286667,-125.206605346623,50.1212039171883,180574.698192674,50725.0594876648,70603.8775656666,149769.505545653,7769.29715080578,4741.46499288546,129467.05299545,137434.725937779,29032.9529122853,34842.0433032266,115761.750071815,98032.5487666792,130452.583883375,26591.3131433797,30619.9877311511,122287.439028649,52573.7944388145,48989.1693623124,46996.2608878361,44123.8463176606,123837.45058527,128278.087852786,44452.3870578701,160838.972878655,138499.70759441,147884.826492891,142170.128861584,5606.82190476448,43377.3460057495,127911.761608043,191528.084834791,155510.415371847,18214.112296532,146702.218741406,120722.289704599,45388.8750479449,68066.8063226381,164375.470461464,155055.581909175,145298.872648983,200515.170934444,167369.265273571,26345.4694847696,405088.608062751,199273.94903134,125998.146815421,83605.9373839181,148411.916382747,140794.607673882,44582.5878286915,43341.5795383703,186952.707550313,196336.222957912,201061.87385913,78157.7294629377,170173.044656602,171799.860938098,203343.96025062,192666.201952118,198880.419132008,31899.5477472753,402239.51436356,67622.9682597089,123224.349498917,125830.567447468,429393.077375489,92209.8352655198,87993.5254476074,427454.369551405,122033.238257166,121039.777891941,435284.135498133,434072.448237361,229201.438879871,226366.132602694,119884.239275725,420249.138269388,415651.713959868,402377.435866177,30322.3140093581,8838.32679499248
"173","samp_loc172",-125.0060333,50.0497,-125.0060333,50.0497,164390.36171638,59606.4031063036,81818.9712173439,160984.59919733,18952.0930862966,15064.1210097904,140682.146647128,148649.819589456,40248.0465639627,32482.8834550577,99528.7895367862,81799.5882316506,114219.623348347,32179.5922237991,41835.0813828284,106054.478493621,61455.1380574533,58606.8273470852,55877.6045064749,55338.9399693379,107604.490050241,112045.127317757,37038.5043864781,172054.066530332,149714.801246087,159099.920144568,153385.222513261,15950.2826427536,52258.6896243883,111678.801073014,202743.178486468,166725.509023525,29429.2059482093,157917.312393084,104489.32916957,56603.9686996223,79281.8999743154,175590.564113141,166270.675560852,156513.96630066,211730.264586122,178584.358925248,37560.5631364469,416303.701714428,210489.042683017,137213.240467098,94821.0310355954,159627.010034425,152009.701325559,53463.9314473303,52222.923157009,198167.80120199,207551.31660959,212276.967510807,89372.823114615,181388.138308279,183014.954589775,214559.053902297,203881.295603795,210095.512783685,43114.6413989526,413454.608015237,78838.0619113862,134439.443150594,137045.661099145,440608.171027166,75976.8747304913,71760.5649125788,438669.463203082,133248.331908843,132254.871543618,446499.22914981,445287.541889038,240416.532531548,237581.226254371,131099.332927402,431464.231921065,426866.807611545,413592.529517855,27963.1541611892,19877.4025102174
"174","samp_loc173",-124.8490333,50.0604,-124.8490333,50.0604,157144.434571902,61012.6657233128,84821.6550558958,171634.57288326,31962.3617179359,28074.3896414296,151332.120333058,159299.793275387,50898.020249893,43611.6882323308,92282.8491405146,74553.647835379,106973.682952075,31435.9095659581,52485.0550687588,98808.538097349,62861.4006744625,60013.0899640944,57283.8671234841,64874.985000774,100358.54965397,104799.186921486,24919.7508293122,182704.040216263,160364.774932018,169749.893830499,164035.196199191,28960.5512743928,53664.9522413975,104432.860676742,213393.152172399,177375.482709455,42273.3723113526,168567.286079014,97243.3887732984,65826.8653883778,82284.5838128673,186240.537799072,176920.649246782,167163.93998659,222380.238272052,189234.332611179,47896.2419124153,426953.675400359,221139.016368948,147863.214153029,100066.971527044,170276.983720355,162659.67501149,54870.1940643395,53629.1857740183,208817.774887921,218201.29029552,222926.941196737,94618.7636060636,192038.111994209,193664.928275706,225209.027588227,214531.269289726,220745.486469616,53764.6150848829,424104.581701168,89488.0355973166,145089.416836524,147695.634785075,451258.144713096,68730.9343342197,64514.6245163072,449319.436889012,143898.305594773,142904.845229549,457149.202835741,455937.515574969,251066.506217478,248231.199940302,141749.306613332,442114.205606995,437516.781297476,424242.503203785,39091.9589384623,32887.6711418567
