fish_id,dfo,fac_code,genbc,ahc,fish,v6,farm_dx1,farm_dx2,farm_dx3,Company,Farm,size,type,coll_date,year,sw_entry,sw_transfer,quarter,carcass_sum,km_result,pcr_ihnv,pcr_ipnv,pcr_isav,pcr_vhsv,pcr_prs,pcr_sav,pcr_toti,vcm,bkd,wu,furunculosis,mouth_rot,vibriosis,photobacteriosis,listonelliosis,hks,jaundice,ricketsiosis,loma,anemia,ik_comment,hf_commment,path_comment,ns_mbd,ns_ahs,ns_vpt,ns_gif,ns_vwf,ns_bhm,ns_mrt,heart_peri,heart_myo,liver_cong,liver_nec,liver_itis,spleen_cong,spleen_ellipnec,spleen_wpulpitis,spleen_capprolif,kid_itis,kid_osis,kid_inthplasia,kid_nec,kid_glomitis,pancreatitis,enteritis,cns_itis,cns_malacia,cns_gliosis,cns_cong,cns_msporidia,gill_itis,gill_cong,gil_prolif,skinmus_itisnec,nud,chip,geneticsassignednumber,avgct_hkg,hkgalert,stddevoffamctvic_hkg,sumlowctfails,assayrepsdalert,Arena,ASPV,COV,CTV,MitoV,Ortho,ReoV,SmallUK,Toti,avgct_prv,avgct_ae_hyd,avgct_ae_sal,avgct_aspv,avgct_c_b_cys,avgct_ce_sha,avgct_cr_sal,avgct_de_sal,avgct_fa_mar,avgct_fl_psy,avgct_gy_sal,avgct_ic_hof,avgct_ic_mul,avgct_ihnv,avgct_ipnv,avgct_isav7,avgct_isav8,avgct_ku_thy,avgct_lo_sal,avgct_my_arc,avgct_my_cer,avgct_my_ins,avgct_na_sal,avgct_ne_per,avgct_nu_sal,avgct_omv,avgct_pa_kab,avgct_pa_min,avgct_pa_pse,avgct_pa_ther,avgct_pch_sal,avgct_pisck_sal,avgct_pmcv,avgct_prv,avgct_pspv,avgct_re_sal,avgct_rlo,avgct_sav,avgct_sch,avgct_sp_des,avgct_sp_sal,avgct_te_bry,avgct_ven,avgct_ver,avgct_vhsv,avgct_vi_ang,avgct_vi_sal,,,,,calc_ae_hyd,calc_ae_sal,calc_aspv,calc_c_b_cys,calc_ce_sha,calc_cr_sal,calc_de_sal,calc_fa_mar,calc_fl_psy,calc_gy_sal,calc_ic_hof,calc_ic_mul,calc_ihnv,calc_ipnv,calc_isav7,calc_isav8,calc_ku_thy,calc_lo_sal,calc_my_arc,calc_my_cer,calc_my_ins,calc_na_sal,calc_ne_per,calc_nu_sal,calc_omv,calc_pa_kab,calc_pa_min,calc_pa_pse,calc_pa_ther,calc_pch_sal,calc_pisck_sal,calc_pmcv,calc_prv,calc_pspv,calc_re_sal,calc_rlo,calc_sav,calc_sch,calc_sp_des,calc_sp_sal,calc_te_bry,calc_ven,calc_ver,calc_vhsv,calc_vi_ang,calc_vi_sal,dup,ae_hyd_call,ae_sal_call,aspv_call,c_b_cys_call,ce_sha_call,cr_sal_call,de_sal_call,fa_mar_call,fl_psy_call,gy_sal_call,ic_hof_call,ic_mul_call,ihnv_call,ipnv_call,isav7_call,isav8_call,ku_thy_call,lo_sal_call,my_arc_call,my_cer_call,my_ins_call,na_sal_call,ne_per_call,nu_sal_call,omv_call,pa_kab_call,pa_min_call,pa_pse_call,pa_ther_call,pch_sal_call,pisck_sal_call,pmcv_call,prv_call,pspv_call,re_sal_call,rlo_call,sav_call,sch_call,sp_des_call,sp_sal_call,te_bry_call,ven_call,ver_call,vhsv_call,vi_ang_call,vi_sal_call,_merge,salmon,salmon2,coll_date1,sw_entry1,time_sea,month_sea,month_sea6,month_sea4,heart_peri1,heart_myo1,liver_cong1,liver_nec1,liver_itis1,spleen_cong1,spleen_ellipnec1,spleen_wpulpitis1,spleen_capprolif1,kid_itis1,kid_osis1,kid_inthplasia1,kid_nec1,kid_glomitis1,pancreatitis1,enteritis1,cns_itis1,cns_malacia1,cns_gliosis1,cns_cong1,cns_msporidia1,gill_itis1,gill_cong1,gill_prolif1,samp,zone2,zone1,zone,fac_code,c_noted,,,,,,
G632,A.2.4-62,33,632,11.507,5,G632,MR,,,Marine Harvest,Mahatta West,0,G,29/11/2011,2011,2011-11-01,,4,1,,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,Ulcerative stomatopathy; Psychrobacter sp cultured from kidney,Tenacibaculum-like bacterial stomatitis.,section of mandible in cassette C,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,New,7_June52015_1227,G632,15.078404,0,0.01631094,0,,999,18.18029628,999,18.44408604,999,999,999,999,999,24.350475,0,27.478971,0,0,0,0,0,0,,0,0,0,0,0,0,0,26.557266,0,0,0,0,0,0,0,0,0,0,0,20.377598,0,0,0,24.350475,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.10804762,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.21322758,0,0,0,0,0,0,0,0,0,0,0,733.60413,0,0,0,0.41025364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,18960,18638,322,10.733334,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.507,2.4,2.4000001,24,33,,,,,,,
G451,A.3.4-27,1,451,13-0700,6,G451,no_dz,,,Marine Harvest,Raynor,1,G,13/02/2013,2013,2011-10-04,1,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,__,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,New,5_June152015_1225,G451,13.552351,0,0.078295946,0,,999,18.18218757,999,20.24583574,999,999,999,999,999,23.687466,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.202217,0,0,0,23.687466,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.39375,0,0,0,1.9257079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19402,18727,675,22.5,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-0700,3.4,3.4000001,34,1,,,,,,,
G359,A.2.3-9,54,359,13-1045,3,G359,no_dz,,,Mainstream,Dixon,0,G,2013-05-03,2013,2012-01-11,,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,VPT on liver,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,New,12_June192015_1194_1229,G359,13.362385,0,0.025012828,0,,999,18.20040203,999,22.68692199,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.119364,0,0,0,0,0,26.244019,0,0,0,0,0,0,24.894979,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588.8452,0,0,0,0,0,1.1722692,0,0,0,0,0,0,1.5211375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,matched (3),A,Atlantic,19422,19298,124,4.1333332,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13-1045,2.3,2.3,23,54,,,,,,,
G876,A.3.3-162,14,876,13-4917,1,G876,no_dz,,,Marine Harvest,Wicklow Point,1,G,20/11/2013,2013,2012-01-02,1,4,1,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,Excess mucus on gills and recent history of low DO; no agent associated with excess mucus was found. Photobacterium iliopiscarium isolated from kidney,,mucousy gills,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,10_June92015_1230,G876,14.833069,0,0.13090427,0,,999,18.23872266,999,23.96519115,999,999,999,999,999,25.251656,0,0,0,0,0,0,0,29.810745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.209625,0,19.515547,0,25.251656,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0.093961932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.45919,0,241.35081,0,1.131622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19682,19024,658,21.933332,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-4917,3.3,3.3,33,14,,,,,,,
G773,A.3.3-159,21,773,13-4615,2,G773,no_dz,,,Marine Harvest,Port Elizabeth,1,G,29/10/2013,2013,15/01/2013,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BHM dilated bv's,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,13_June302015_1193_1229,G773,15.446388,0,0.000784909,0,,999,18.27117555,999,999,-999,999,999,999,999,18.44875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.078352,0,0,0,18.44875,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24796.748,0,0,0,59.774586,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,matched (3),A,Atlantic,19660,19373,287,9.5666666,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-4615,3.3,3.3,33,21,,,,,,,
G883,A.2.4-167,17,883,13-4617,1,G883,no_mort,,,Marine Harvest,Monday Rocks,1,G,30/10/2013,2013,2012-01-10,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis and branchial proliferation; amoebae present on gills,"Amoebae present on gills, associated with proliferative lesions.","fecal casts, yellow plaque on gill arch, yellow plaque on gill arch",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,New,10_June92015_1230,G883,12.635985,0,0.14264587,0,,999,18.27140683,999,17.62750437,999,999,999,999,999,22.950277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.819064,0,0,0,0,0,17.84462,0,26.168882,0,22.950277,0,0,0,0,0,0,0,0,28.067135,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5083.3682,0,0,0,0,0,7774.0479,0,3.0443516,0,5.1646881,0,0,0,0,0,0,0,0,0.22744118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19661,19267,394,13.133333,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13-4617,2.4,2.4000001,24,17,Amoebae,,,,,,
G22,A.3.2-105,55,22,12.2843,6,G22,no_dz,,,Mainstream Canada,Raza Island,1,G,13/07/2012,2012,15/11/2011,,3,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,as #5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,New,1_May252015_1193,G22,13.454437,0,0.15411611,0,,999,18.29981077,999,20.88208674,25.21830426,999,999,999,999,0,0,24.348711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.277538,0,0,0,0,0,22.51877,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0.80262256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.031853,0,0,0,0,0,3.1227195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19187,18946,241,8.0333338,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.2843,3.2,3.2,32,55,,,,,,,
G839,A.3.4-163,19,839,13-4616,3,G839,MR,,,Marine Harvest,Shelter Bay,1,G,31/10/2013,2013,2013-01-03,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"red spots on liver, black in PC (injection?), rosey brrain and heamorrhage",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,New,11_June162015_1226_1230,G839,14.33015,0,0.31368726,0,,999,18.32316002,999,24.12125646,999,999,999,999,999,24.232626,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.881617,0,0,0,24.232626,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24286.795,0,0,0,2.0898013,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,matched (3),A,Atlantic,19662,19418,244,8.1333332,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13-4616,3.4,3.4000001,34,19,,,,,,,
G775,A.2.3-149,80,775,13-5114,6,G775,SRS,,,Mainstream,Plover Point,1,G,2013-03-12,2013,2013-01-03,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,"Systemic dz with gross and microscopic lesions, plus meningitis, consistent with P salmonis infection",RLO present.,"Pectoral redness at base; hemorrhaging on muscle, PC, PC fat; swolen spleen",0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,New,12_June192015_1194_1229,G775,13.805414,0,0.12604806,0,,999,18.32932602,999,13.50433452,25.44307937,999,999,999,999,24.084644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.928265,0,0,0,0,0,0,0,0,0,0,0,11.15156,0,7.9723406,0,24.084644,0,25.700972,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22944877,0,0,0,0,0,0,0,0,0,0,0,3552456,0,878685.5,0,1.6422122,0,1.7486297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19695,19418,277,9.2333336,2,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,13-5114,2.3,2.3,23,80,,,,,,,
G832,A.3.5-168,5,832,13-4919,5,G832,no_dz,,,Marine Harvest,Jackson Pass,1,G,21/11/2013,2013,2013-01-01,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,"Systemic dz with inflammatory lesions on multiple organs, including gills - no agent found",,pale-anemic,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,New,13_June302015_1193_1229,G832,13.928485,0,0.052430648,0,,999,18.38912453,999,19.05052223,999,999,999,999,999,21.45841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.525271,0,0,0,21.45841,0,28.293362,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340807.13,0,0,0,6.3001857,0,0.54743099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19683,19359,324,10.8,2,3,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13-4919,3.5,3.5,35,5,,,,,,,
G866,A.3.4-163,19,866,13-4616,9,G866,MR,,,Marine Harvest,Shelter Bay,1,G,31/10/2013,2013,2013-01-03,,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,necrotic and mucousy gills,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New,10_June92015_1230,G866,13.622791,0,0.024330536,0,,999,18.44300344,999,19.83904947,999,999,999,999,999,12.446037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.338184,0,0,0,0,0,0,0,0,0,0,0,16.167599,0,0,0,12.446037,0,0,0,0,0,0,0,0,26.057535,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.1348,0,0,0,0,0,0,0,0,0,0,0,23517.09,0,0,0,5364.064,0,0,0,0,0,0,0,0,0.86747611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19662,19418,244,8.1333332,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-4616,3.4,3.4000001,34,19,,,,,,,
G323,A.2.3-103,67,323,12.3859,2,G323,no_dz,,,Mainstream Canada,Saranac,1,G,19/09/2012,2012,19/04/2011,,3,1,,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Petechia on peritoneum,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,New,4_May262015_1196,G323,11.995243,0,0.04838321,0,,999,18.44835795,999,9.725595793,24.33849802,999,999,999,999,24.618382,0,0,0,0,0,0,0,27.2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.624779,0,0,0,24.618382,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,2.1117887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3436.9644,0,0,0,2.6511316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19255,18736,519,17.299999,3,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12.3859,2.3,2.3,23,67,,,,,,,
G73,A.2.3-13,74,73,13-1049,9,G73,no_dz,,,#N/A,Ross Pass,0,G,2013-05-03,2013,2012-01-11,,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BHM-head trauma,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,New,1_May252015_1193,G73,13.589014,0,0.064903878,0,,999,18.53731296,999,15.73166591,999,999,999,999,999,26.284405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.909781,0,0,0,26.284405,0,22.863644,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72802.461,0,0,0,0.098112658,0,2.4548948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19422,19298,124,4.1333332,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13-1049,2.3,2.3,23,74,,,,,,,
G868,A.2.3-151,67,868,13-5116,9,G868,SRS,,,Mainstream,Saranac,1,G,2013-04-12,2013,2012-01-04,1,4,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,P salmonis meningitis,,Red gut,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,New,10_June92015_1230,G868,12.616139,0,0.033246491,0,,999,18.54711327,999,15.22574354,999,999,999,999,999,21.480675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.372826,0,9.9064884,0,21.480675,0,0,0,0,20.157181,0,0,0,25.733515,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39519.121,0,135699.95,0,13.616522,0,0,0,0,28340.031,0,0,0,0.9185431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19696,19084,612,20.4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13-5116,2.3,2.3,23,67,,,,,,,
G657,A.3.4-22,19,657,12-1085,1,G657,no_dz,,,Marine Harvest,Shelter Bay,1,G,13/03/2012,2012,13/04/2010,,1,1,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,Rs infection,BKD-like lesions.,Swollen Kid,0,0,0,0,1,1,0,3,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,New,7_June52015_1227,G657,11.348895,0,0.089928344,0,,999,18.56531038,999,15.49891115,999,999,999,999,999,25.146366,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.814192,0,0,0,25.146366,0,19.147722,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7250.085,0,0,0,0.21808037,0,90.773788,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19065,18365,700,23.333334,4,6,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12-1085,3.4,3.4000001,34,19,,,,,,,
G333,A.3.4-154,45,333,12.4427,4,G333,no_dz,,,Marine Harvest,Bell Island,1,G,31/10/2012,2012,2012-04-06,,4,1,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain hemorrhage,,"Head trauma, exophthalmia on side",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,New,4_May262015_1196,G333,12.653193,0,0.016123019,0,,999,18.59595882,999,20.87223793,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.879057,0,0,0,0,0,20.046835,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12639.081,0,0,0,0,0,81.762024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,19297,19148,149,4.9666667,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.4427,3.4,3.4000001,34,45,,,,,,,
G613,A.3.2-65,31,613,11.5056,2,G613,no_dz,,,Greig or Marine Harvest,Chancellor,1,G,18/10/2011,2011,2009-12-01,,4,1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Mild microscopic inflammation; brain hemorrhage cause of death,,BHM-suspect head trauma,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,New,7_June52015_1227,G613,15.940859,0,0.000441099,0,,999,18.60366578,999,999,999,999,999,999,999,19.336365,0,0,0,28.876137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19.336365,0,0,0,0,0,0,0,0,26.621759,0,0,0,0,,,,,0,0,0,0.1447949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,21.760202,0,0,0,0,0,0,0,0,0.23122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),A,Atlantic,18918,17909,1009,33.633335,4,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.5056,3.2,3.2,32,31,,,,,,,
