hkg_Alert,Unique,Fish,Alternate,Prog,Species,Spp_Group,Trip,Location,SWFW,Year,Date,SEASON1,Stock,Stock_Region,Histology,SmAd,HW,HatcheryWild,Set,STATION,STATION_NAME,Length,Mass,Sex,Comments,Comments 2,Dissection Comments,catch_R,Ec_Wc_VanIsle,Catch_Sub_region,Catch_Region,Zone,Latitude,Longitude,Unique1,Tissue,LOD,Value,ae_hyd,ae_sal,arena1,arena2,ascv,aspv,c_b_cys,ce_sha,cov,cr_sal,ctv,de_sal,fa_mar,fl_psy,gy_sal,hkg,ic_hof,ic_mul,ihnv,ipnv,isav7,isav8,ku_thy,lo_sal,mitov,mo_vis,my_arc,my_cer,my_ins,na_sal,ne_per,omv,ortho,pa_kab,pa_min,pa_pse,pa_ther,pch_sal,pisck_sal,pmcv,prv,pspv,re_sal,reov,rlo,sav,sch,sgpx,smallUK,sp_des,sp_sal,te_bry,te_mar,toti,ven,ver,vhsv,vi_ang,vi_sal,ye_ruc_glnA
OK,1000-0208-124-G520,G520,DFO-P.2-5  AHC-11.5066,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,27-Oct-11,Fall,,,Y,Adult,,Aquaculture,1000-0208-S-78,Creative Salmon,Dawley Pass or Warne Island,,,,,,"Deark spleenk, blood filled kidney, pale gills",P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G520,Mixed,NO,AvgCopy,0,0,5.603801876,0,0,0,210.8825808,0,0,0,0,0,0,0,0,2.46601E+36,0,2.105325605,0,0,0,0,0,45.77852744,23.17147351,0,0,0,0,0,0,0,0,0,0,0,29289.24526,0,741.2260598,0,0.789541515,0,0.987962846,3479.877968,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0
OK,1000-0208-124-G526,G526,DFO-P.3-7  AHC-11.5067,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,17-Nov-11,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-82,Grieg Seafood,Newcombe,,,,,,"Coho, Missing tongue, mild BHM, pale liver",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G526,Mixed,NO,AvgCopy,0,-999,0,0,0,0,20670.66314,0,0,0,0,0,0,0,0,2.15993E+27,0,0,0,0,0,0,1.120804731,0,0,0,0,0,0,0,0,0,0,0,0,33.27486889,0,0,0.667175098,0,0,0,0,0,0,0,38.86115295,0,0,0,0,0,0,0,0.527908541,0,0,0,0,0
OK,1000-0208-124-G527,G527,DFO-P.3-7  AHC-11.5067,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,17-Nov-11,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-82,Grieg Seafood,Newcombe,,,,,,"Coho, Tail lesion, lesion sampple to cassette C, bacterial swab taken of lesion",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G527,Mixed,NO,AvgCopy,0,0,0,0,0,0,10468.02129,0,0.681964701,0,0,0,0,0,0,6.77131E+32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.31319679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G532,G532,DFO-P.3-8  AHC-11.5073,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Nov-11,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-86,Yellow Island,Yellow Island,,,,,,"Heart membrane, lump in cassette 2d",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G532,Mixed,NO,AvgCopy,0,0,0,0,-999,0,14.20569226,0,0,0,0,0,0,0,0,2.35153E+32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.08352216,18578.68738,0,0,0,19.21336813,0,14.8238835,55.39341531,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67588576,0,0
OK,1000-0208-124-G533,G533,DFO-P.3-8  AHC-11.5073,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Nov-11,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-86,Yellow Island,Yellow Island,,,,,,"Petechia in liver, congestion in PC, enlarged spleen, slightly enlarged kidney, kidney less than firm",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G533,Mixed,NO,AvgCopy,0,0,-999,0,0,0,8763.730432,0,53.84762348,0,0,0,0,0,0,2.06586E+27,0,0,0,0,0,0,0,4.418980823,0,0,0,0,0,0,11156.40353,0,0,0,0,740.4514757,9246117.148,367.6235066,0,0,0.148940526,0,721.5136402,0,0,0,0,0,0,0,0,0,0,0,0.427104897,0,0,0,0,0
OK,1000-0208-124-G534,G534,DFO-P.3-8  AHC-11.5073,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Nov-11,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-86,Yellow Island,Yellow Island,,,,,,"Water in SB, red spots on liver",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G534,Mixed,NO,AvgCopy,0,0,0.546742304,0,0,0,426313.2317,0,35.36430007,0,0,0,0,0,0,2.15225E+16,0,0,0,0,0,0,4.245053702,0,0,0,0,0,0,0,0,0,0,0,0,2875.19144,0,0,0,0,0,0,1.276756466,0,0,0,0,0,0,0,0,0,0,0,140576.4263,0,0,1497.362431,0,0
OK,1000-0208-124-G537,G537,DFO-P.3-3  AHC-12-404,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,11-Jan-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-88,Agrimarine Ind.,Middle Point Bay,,,,,,Swollen Kidney,P016,ECVI,NSOG,VIS,ECVI,49.84318491,-124.2615523,1000-0208-124-G537,Mixed,NO,AvgCopy,0,0,0,0,1.474439377,0,610927.6798,0,53139.36739,0,0,0,0,0,0,1.09674E+67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.69009803,19.10271066,0,1.062958572,0,249.5118944,0,34.2897132,29.32718503,0,0,0,0,0,2.297489632,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G538,G538,DFO-P.3-3  AHC-12-404,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,11-Jan-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-88,Agrimarine Ind.,Middle Point Bay,,,,,,Swollen Kidney,P016,ECVI,NSOG,VIS,ECVI,49.84318491,-124.2615523,1000-0208-124-G538,Mixed,NO,AvgCopy,0,0,0,0,0,0,1892.492755,0,8.667132944,0,14.91759222,0,0,12.30870895,0,1.23599E+41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.64530669,0,0,0,0,839.4462769,0,5.800955763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G539,G539,DFO-P.3-3  AHC-12-404,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,11-Jan-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-88,Agrimarine Ind.,Middle Point Bay,,,,,,Dispatched with blow to head,P016,ECVI,NSOG,VIS,ECVI,49.84318491,-124.2615523,1000-0208-124-G539,Mixed,NO,AvgCopy,0,0,0,0,0,0,97936.97603,0,0,0,0,0,0,0,0,1.57602E+38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.7861661,0,0,0,0,7834.722165,0,21085.00289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G562,G562,DFO-P.3-4  AHC-12-1089,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,16-Mar-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-102,Yellow Island,Yellow Island,,,,,,"Severe white foci on liver, spleen, kidney, anemia, enlarged kidney, ~2kg",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G562,Mixed,NO,AvgCopy,0,0,-999,0,0,0,47743.79446,0,8.87512498,0,0,0,0,0,0,1.86476E+51,0,0,0,0,0,0,0,2755.813493,0,0,0,0,0,0,0,0,0,0,0,3.493323922,4934.99065,439.5561634,0,0,3.803114342,0,79048.88242,0,0,0,0,0,0,0,0,0,0,0,0.29187731,0,0,0,0,0
OK,1000-0208-124-G563,G563,DFO-P.2-95  AHC-13-2372,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,06-Jun-13,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-184,Creative Salmon,Eagle Bay or McCalls,,,,,,"Yellow, bile like fluid in cavity, pale liver",P024,WCVI,WCVI,WCVI,WCVI,49.12916112,-125.7126059,1000-0208-124-G563,Mixed,NO,AvgCopy,0,0,0,0,0,0,467.771271,0,0,0,0,0,0,0,0,4.16612E+21,0,0,0,0,0,0,0,0,0.867504958,0,0,0,0,0,0,0,0,0,0,0,1134.153334,0,0,0,19659.75538,0,4.510827199,0,0,0,0,0,0,0,0,0,0,0,2167.577053,0,0,0,0,0
OK,1000-0208-124-G570,G570,DFO-P.3-102  AHC-13-3212,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,25-Jul-13,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-197,Grieg Seafood,Kunechin or Site 9,,,,,,"gut slightly inflammed, gonad development but not mature externally",P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G570,Mixed,NO,AvgCopy,0,0,0,0,0,0,120.3162956,0,0,0,0,0,0,0,0,2.78483E+15,0,0,0,0,0,0,0,214808.7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.8058509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G572,G572,DFO-P.3-103  AHC-13-3213,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,25-Jul-13,Summer,,,Y,Smolt,,Aquaculture,1000-0208-S-197,Grieg Seafood,Kunechin or Site 9,,,,,,damaged right eye,P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G572,Mixed,NO,AvgCopy,0,0,0,0,6.747945824,0,102047.4382,0,49.27982985,0,0,0,0,0,0,1.89252E+53,0,0,0,0,0,0,0,0,1.260316204,0,0,0,0,0,0,0,0,0,0,2454.944077,6.018992045,0,0,0,4121.940251,0,6.340587711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.55035693,0,0
OK,1000-0208-124-G573,G573,DFO-P.3-103  AHC-13-3213,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,25-Jul-13,Summer,,,Y,Smolt,,Aquaculture,1000-0208-S-197,Grieg Seafood,Kunechin or Site 9,,,,,,"gills pale, same as #1",P016,ECVI,NSOG,VIS,ECVI,49.63139405,-123.7970366,1000-0208-124-G573,Mixed,NO,AvgCopy,0,0,0,0,0,0,333.6995521,0,0,0,0,0,0,0,0,1.82335E+29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128595.1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.220027578,0,0
OK,1000-0208-124-G577,G577,DFO-P.2-1  AHC-11.1699,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,11-Apr-11,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-53,Creative Salmon,Indian Bay,,,,,,"Anemic, yellow bile",P024,WCVI,WCVI,WCVI,WCVI,49.11702825,-125.7259955,1000-0208-124-G577,Mixed,NO,AvgCopy,0,0,0,0,0,0,78.77453371,0,0,0,0,0,0,0,0,3.3333E+99,0,0.196762283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.7596143,2.010318023,0,0,0,985320.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,627.2723878,0,0,0,0,0
OK,1000-0208-124-G578,G578,DFO-P.2-1  AHC-11.1699,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,11-Apr-11,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-53,Creative Salmon,Indian Bay,,,,,,Anemic,P024,WCVI,WCVI,WCVI,WCVI,49.11702825,-125.7259955,1000-0208-124-G578,Mixed,NO,AvgCopy,0,0,0,0,0,0,1.576005331,0,0,0,0,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307460826,0,0,0,329785.1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G579,G579,DFO-P.2-1  AHC-11.1699,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,11-Apr-11,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-53,Creative Salmon,Indian Bay,,,,,,"Anemic, yellow bile",P024,WCVI,WCVI,WCVI,WCVI,49.11702825,-125.7259955,1000-0208-124-G579,Mixed,NO,AvgCopy,0,0,0,0,0,0,94.62199622,0,0,0,0,0,0,0,0,1.222714749,0,0.240747853,0,0,0,0,0,164197.2408,0.733234781,0,0,0,0,0,0,0,0,0,0,0,0.342212418,0,0,0,696013.5138,0,0,0,0,0,0,0,0,0,0,0,0,0,19727.59413,0,0,0,0,0
OK,1000-0208-124-G58,G58,DFO-P.2-129  AHC-12.4984,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,06-Dec-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-38,Creative Salmon,Baxter,,,,,,Anemic,P024,WCVI,WCVI,WCVI,WCVI,49.13657419,-125.7874503,1000-0208-124-G58,Mixed,NO,AvgCopy,0,0,0,0,8.043792157,0,114.2970136,0,0,0,0,0,0,0,0,431267.7809,0,0,0,0,0,0,0,33417.67126,0,0,0,0,0,0,0,0,0,0,0,0,290.4942148,0,0,0,0,0,0,7037.481349,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0
OK,1000-0208-124-G582,G582,DFO-P.3-2  AHC-11.1859,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,29-Apr-11,Spring,,,Y,Adult,,Aquaculture,1000-0208-S-55,Yellow Island,Yellow Island,,,,,,"hemorrhaging on heart, gill, pale liver, liquid spleen",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G582,Mixed,NO,AvgCopy,0,0,0,0,0,0,4395.606141,0,1.061637266,0,16.14342135,0,0,0,0,2.2222E+99,0,0.062965376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.2760821,0.015553393,0,0,0,0,0,7.000018939,0,0,0,0,0,0,0,0,0,0,0,61.75558255,0,0,19219.98702,0,0
OK,1000-0208-124-G59,G59,DFO-P.2-130  AHC-12.4985,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,06-Dec-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-39,Creative Salmon,Dawley Pass?,,,,,,Dark spleen,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G59,Mixed,NO,AvgCopy,0,0,0,0,0.742575321,0,37.01723182,0,0,0,0,0,0,0,0,268.3270528,0,0,0,0,0,0,0,20.70264304,0.162549389,0,0.646627982,0,0,0,0,0,0,0,0,11.38307921,21523.1083,0,15.67084584,0,0,0,0,39.70236195,0,0,0,0,0,0,0,0,0.184372444,0,0,0,0,0,0,0
OK,1000-0208-124-G60,G60,DFO-P.2-130  AHC-12.4985,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,06-Dec-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-39,Creative Salmon,Dawley Pass?,,,,,,__,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G60,Mixed,NO,AvgCopy,0,0,0,0,0.294338352,0,22.0514159,0,0,0,0,0,0,0,0,1.298640185,0,0,0,0,0,0,0,9.907742886,-999,0,0,0,0,0,0,0,0,0,0,0,10.74177332,0,0,0,0.117792361,0,0,179299.3837,0,0,0,0,0,0,0,0,0.077280669,0,0,0,0,0,0,0
OK,1000-0208-124-G607,G607,DFO-P.3-4  AHC-11.356,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Aug-11,Summer,,,Y,Smolt,,Aquaculture,1000-0208-S-73,Grieg Seafood,Newcombe or Salten,,,,,,"Unilateral eye hemorrhaging, coho, pale gills",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G607,Mixed,NO,AvgCopy,0,0,0,0,0,0,68.75112035,0,0,0,0,0,0,0,0,1.6667E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22657172,0,0,0,0,0,0.167978478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G608,G608,DFO-P.3-4  AHC-11.356,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Aug-11,Summer,,,Y,Smolt,,Aquaculture,1000-0208-S-73,Grieg Seafood,Newcombe or Salten,,,,,,"Hemorrhaging on skin, slightly swollen kidney, pale liever, hemorrhaging or petechia on swim bladder, no spleen in bag, chinook",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G608,Mixed,NO,AvgCopy,0,0,0,0,0,0,99.07688511,0,0,0,0,0,0,0,0,2.2222E+99,0,0.011396972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.009445,0,0,0,0,0,0,1.554740662,0,0,0,23.08695889,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G614,G614,DFO-P.2-5  AHC-11.5066,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,27-Oct-11,Fall,,,Y,Adult,,Aquaculture,1000-0208-S-78,Creative Salmon,Dawley Pass or Warne Island,,,,,,Petechial hemorrhaging on gill lamellae,P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G614,Mixed,NO,AvgCopy,0,0,569.8721389,0,0,0,2491.523069,0,0,0,0,0,0,0.254098493,0,2.2222E+99,0,0,0,0,0,0,0,375775.9565,0.300251743,0,0,0,0,0,0,0,0,0,0,31.1356236,385796.6515,0,5.43476878,0,3.363200256,0,0,382.3875052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G615,G615,DFO-P.2-5  AHC-11.5066,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,27-Oct-11,Fall,,,Y,Adult,,Aquaculture,1000-0208-S-78,Creative Salmon,Dawley Pass or Warne Island,,,,,,"Xenomas and excess mucus on gills, anemic",P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G615,Mixed,NO,AvgCopy,0,0,0,0,0,0,1104.090718,0,0,0,0,0,0,0,0,2.2222E+99,0,0.005853518,0,0,0,0,0,895870.56,2.194444828,0,0,0,0,0,0,0,0,0,0,13.61432069,62559.35956,0,1465.120535,0,14.47320816,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G616,G616,DFO-P.2-5  AHC-11.5066,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,27-Oct-11,Fall,,,Y,Adult,,Aquaculture,1000-0208-S-78,Creative Salmon,Dawley Pass or Warne Island,,,,,,"Dark spleen, blood filled kidney",P024,WCVI,WCVI,WCVI,WCVI,49.17227618,-125.7641043,1000-0208-124-G616,Mixed,NO,AvgCopy,0,0,7.977301534,0,0,0,47.96006945,0,0,0,0,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0.776469254,0,0,0,0,0,0,0,0,0,0,0,0,1.365575898,0,27.19216347,0,1.002416838,0,0.054919627,13344.82719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G62,G62,DFO-P.3-7  AHC-13-0323,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,21-Jan-13,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-202,,,,,,,,__,,,,,,,,1000-0208-124-G62,Mixed,NO,AvgCopy,0,0,0.70182187,0,0,0,0.257035921,0,0,0,0,0,0,0,0,1081.047109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97882176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121466091,0,0,0.083030246,0,0
OK,1000-0208-124-G622,G622,DFO-P.3-7  AHC-11.5067,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,17-Nov-11,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-82,Grieg Seafood,Newcombe,,,,,,"Coho, Mild BHM",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G622,Mixed,NO,AvgCopy,0,0,0,0,0,0,41689.98362,0,0,0,0,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49166856,0.012024883,0,0,0,0.005723909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G623,G623,DFO-P.3-7  AHC-11.5067,AMD,Coho-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,17-Nov-11,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-82,Grieg Seafood,Newcombe,,,,,,"Coho, Mild BHM",P016,ECVI,NSOG,VIS,ECVI,49.64128855,-123.6609092,1000-0208-124-G623,Mixed,NO,AvgCopy,0,0.345180348,0,0,0,0,75387.7852,0,0,0,0,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163757442.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G628,G628,DFO-P.3-8  AHC-11.5073,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Nov-11,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-86,Yellow Island,Yellow Island,,,,,,puncture through to body cavity,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G628,Mixed,NO,AvgCopy,0,0,0,0,0,0,2245.207305,0,4.991975101,0,3.552271204,0,0,-999,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.3712902,5.614827696,0,0,0,0.079088109,0,0,0,0,0,-999,0,0,0,0,0,0.286223618,0,96.26117343,0,0,0,0,0
OK,1000-0208-124-G629,G629,DFO-P.3-8  AHC-11.5073,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2011,25-Nov-11,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-86,Yellow Island,Yellow Island,,,,,,caudal fin rotted off,P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G629,Mixed,NO,AvgCopy,0,0,0.754383025,0,0,0,994019.3677,0,206.5609201,0,0,0,0,0,0,1.32327E+16,0,0,0,0,0,0,0,5.053253155,0,0,0,0,0,0,0,0,0,0,0,4153.33566,223.6876432,0,0,0,8.58243394,0,5.710797694,0,0,0,0,0,0,0,0,0,13.67334356,0,45645.95091,0,0,1.010773057,0,0
OK,1000-0208-124-G63,G63,DFO-P.3-37  AHC-13-0326,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,21-Jan-13,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-202,,,,,,,,"Abdominal muscle, pyloric cavity, fat stained yellow; Mottled liver; VPT on intestine; pale gills and organs (anemic)",,,,,,,,1000-0208-124-G63,Mixed,NO,AvgCopy,0,0,0,0,0.281061814,0,12.71142489,0,0,0,0,0,0,0,0,3.85198E+42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.319914,0,0,0,0,45550.61809,0,0,0,0,0,0,0,0,0,0,0,0,0,60.28646172,0,0,0,0,0
OK,1000-0208-124-G633,G633,DFO-P.3-3  AHC-12-404,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,11-Jan-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-88,Agrimarine Ind.,Middle Point Bay,,,,,,Swollen Kidney,P016,ECVI,NSOG,VIS,ECVI,49.84318491,-124.2615523,1000-0208-124-G633,Mixed,NO,AvgCopy,0,0,0,0,0,0,235589.3259,0,43.8167629,0,0,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8001.299469,0,0,0,0,13101.97678,0,159604.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G634,G634,DFO-P.3-3  AHC-12-404,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,11-Jan-12,Overwinter,,,Y,Adult,,Aquaculture,1000-0208-S-88,Agrimarine Ind.,Middle Point Bay,,,,,,Swollen Kidney,P016,ECVI,NSOG,VIS,ECVI,49.84318491,-124.2615523,1000-0208-124-G634,Mixed,NO,AvgCopy,0,0,0,0,0,0,619162.4637,0,292.1031252,0,17.25490232,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87580452,0,0,0,0,17154.49098,0,93990.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK,1000-0208-124-G658,G658,DFO-P.3-4  AHC-12-1089,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2012,16-Mar-12,Overwinter,,,Y,Smolt,,Aquaculture,1000-0208-S-102,Yellow Island,Yellow Island,,,,,,"~100g, no anterior kidney in RNA later",P013,ECVI,DI,VIN,ECVI,50.13400335,-125.3363242,1000-0208-124-G658,Mixed,NO,AvgCopy,0,0,1.220270717,0,0,0,651639.2778,0,0,0,3.316966171,0,0,0,0,2.2222E+99,0,0,0,0,0,0,0,0.7095668,0,0,0,0,0,0,0,0,0,0,0,1253.964142,0.429355019,59.5013071,0,0,45.76054677,0,43.48509865,0,0,0,0,0,0,0,0,0,0,0,92317.29071,0,0,3.344900341,0,0
OK,1000-0208-124-G659,G659,DFO-P.2-95  AHC-13-2372,AMD,Chinook-AMD,Aquaculture,AMD Audit Samples,Various Aquaculture sites,SW,2013,06-Jun-13,Summer,,,Y,Adult,,Aquaculture,1000-0208-S-184,Creative Salmon,Eagle Bay or McCalls,,,,,,__,P024,WCVI,WCVI,WCVI,WCVI,49.12916112,-125.7126059,1000-0208-124-G659,Mixed,NO,AvgCopy,0,0,0,0,0,0,449.8602368,0,0,0,0,0,0,0,0,1.69258E+32,0,0,0,0,0,0,0,0,1.404446492,0,0,0,0,0,0,0,0,0,0,260.4460934,51.90679856,0,0,0,11.29077126,0,1.128793473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
