"","hkg_Alert","Unique","Fish","Alternate","Prog","Species","Trip","Location","SWFW","Year","Date","SEASON1","Stock","Stock_over_60Prob_calc","Condition","Histology","SmAd","HW","HatcheryWild","Set","STATION","STATION_NAME","Length","Mass","Sex","Comments","Comments2","Dissection.Comments","Gear","catch_R","Catch_Sub_region","Catch_Region","Latitude","Longitude","Unique1","Tissue","LOD","Value","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","hkg","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","season2","Date2","jd","ocean_yr","jd2","mo_yr","fl","ref_date","day","SST","temp_devs"
"5694","OK","1000-0029-118-B0661","B0661","HS201250-QCSD11-118-003","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCSD11","QCSD11","QCSD - OFF HOPE I",116,14,"F","","","","MID-WATER TRAWL","P011","CC","Northern",50.999,-127.863,"1000-0029-118-B0661","Mixed","NO","AvgCopy",NA,NA,NA,58.33116819,0,NA,0,NA,0,0,0,0.093581194,212.9228152,0,0,0,0,0,32.00790914,0,0,0,0,0,0,0,0,0,0,1.040756119,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",116,"2012-07",12,12.8987752278646,-0.188306171629165
"5695","OK","1000-0029-118-B0663","B0663","HS201250-QCST01-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST01","QCST01","QCST - OFF PINE I",113,13,"F","","","","MID-WATER TRAWL","P011","CC","Northern",50.954,-127.736,"1000-0029-118-B0663","Mixed","NO","AvgCopy",NA,NA,NA,15.6181502,0,NA,0,NA,0,0,0,0.235280679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",113,"2012-07",12,12.8629994710286,-0.0623650953504793
"5696","OK","1000-0029-118-B0664","B0664","HS201250-QCST01-118-003","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Adams","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST01","QCST01","QCST - OFF PINE I",91,6,"M","","","","MID-WATER TRAWL","P011","CC","Northern",50.954,-127.736,"1000-0029-118-B0664","Mixed","NO","AvgCopy",NA,NA,NA,208.010261,0,NA,0,NA,0,0,0,0.051807309,0,0,0,0,0,0,0,0,0,0,0,244.426744,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",91,"2012-07",12,12.8629994710286,-0.0623650953504793
"5697","OK","1000-0029-118-B0667","B0667","HS201250-QCST02-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST02","QCST02","QCST - GORDON CH",126,18,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.897,-127.63,"1000-0029-118-B0667","Mixed","NO","AvgCopy",NA,NA,NA,229.4714629,0,NA,0,NA,0,0,0,0.013143354,0,0,0,0,0,0,145.9805614,0,0,0,0,560.6082778,0,0,0,0,0,1.386269764,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",126,"2012-07",12,12.7745187547472,0.00717391967773473
"5698","OK","1000-0029-118-B0670","B0670","HS201250-QCST02-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","Scotch","Scotch","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST02","QCST02","QCST - GORDON CH",116,14,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.897,-127.63,"1000-0029-118-B0670","Mixed","NO","AvgCopy",NA,NA,NA,4280.686067,0,NA,0,NA,0,0,0,134280.8259,0,0,0,0,0,0,NA,0,0,0,0,25947.15726,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",116,"2012-07",12,12.7745187547472,0.00717391967773473
"5699","OK","1000-0029-118-B0671","B0671","HS201250-QCST02-118-005","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Shuswap","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST02","QCST02","QCST - GORDON CH",98,9,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.897,-127.63,"1000-0029-118-B0671","Mixed","NO","AvgCopy",NA,NA,NA,3505.40071,0,NA,0,NA,0,0,0,9.767169531,0,0,0,0,0,0,NA,0,0,0,0,94498.93249,0,0,0,0,0,14.94095282,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",98,"2012-07",12,12.7745187547472,0.00717391967773473
"5700","OK","1000-0029-118-B0672","B0672","HS201250-QCST02-118-006","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Adams","L Adams","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST02","QCST02","QCST - GORDON CH",90,6,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.897,-127.63,"1000-0029-118-B0672","Mixed","NO","AvgCopy",NA,NA,NA,2471.250785,0,NA,0,NA,0,0,0,2559.625268,0,0,0,0,0,0,8879.226522,0,0,0,8.868638675,590.7651274,12.61123025,0,0,0,0,3696.581347,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",90,"2012-07",12,12.7745187547472,0.00717391967773473
"5701","OK","1000-0029-118-B0674","B0674","HS201250-QCST03-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","","","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST03","QCST03","QCST - RIPPLE PASSAGE",97,8,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.954,-127.542,"1000-0029-118-B0674","Mixed","NO","AvgCopy",NA,NA,NA,9064.20411,0,NA,0,NA,0,0,0,25.65575823,0,0,0,0,0,0,0,0,0,0,0,2.674835619,3.798893453,94.18284395,0,0,0,0,0,0,0,NA,0,0,0.999788567,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",97,"2012-07",12,12.7813415527344,0.00203038533528499
"5702","OK","1000-0029-118-B0676","B0676","HS201250-QCST03-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","Scotch","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST03","QCST03","QCST - RIPPLE PASSAGE",95,7,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.954,-127.542,"1000-0029-118-B0676","Mixed","NO","AvgCopy",NA,NA,NA,951.2353968,0,NA,0,NA,0,0,0,72.49134745,0,0,0,0,0,0,95.50423478,0,0,0,0,16507.9973,0,0,0,0,0,627.8654077,0,0,0,NA,0,0,0,NA,0.61255375,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",95,"2012-07",12,12.7813415527344,0.00203038533528499
"5703","OK","1000-0029-118-B0677","B0677","HS201250-QCST04-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST04","QCST04","QCST - S OFF BROWMM I",105,10,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.849,-127.311,"1000-0029-118-B0677","Mixed","NO","AvgCopy",NA,NA,NA,2676.663978,0,NA,0,NA,0,0,0,9904.830354,0,0,0,0,0,0,25.53399352,0,0,0,0,NA,NA,188.7841356,0,0,0,5.71275878,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",105,"2012-07",12,12.4743936920166,-0.0359407605065218
"5704","OK","1000-0029-118-B0682","B0682","HS201250-QCST05-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/12/2012","Summer","Weaver","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST05","QCST05","QCST - E OFF NOYLE I",94,7,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.806,-127.395,"1000-0029-118-B0682","Mixed","NO","AvgCopy",NA,NA,NA,198.8713323,0,NA,0,NA,0,0,0,1895.188777,0,0,0,0,0,0,25.54777261,0,0,0,0,1638.21823,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-12 03:00:00,"194",2012,"194","2012-07",94,"2012-07",12,12.5284876505534,-0.0110478083292644
"5705","OK","1000-0029-118-B0685","B0685","HS201250-QCST06-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","Mitchell","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST06","QCST06","QCST - GOLETAS CH",121,15,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.791,-127.529,"1000-0029-118-B0685","Mixed","NO","AvgCopy",NA,NA,NA,28065.44927,0,NA,0,NA,0,0,0,443.6257464,0,0,0,0,0,0,91842.46745,0,0,0,0,0,98.72060862,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",121,"2012-07",13,12.6631385803223,0.0245038143793739
"5706","OK","1000-0029-118-B0689","B0689","HS201250-QCST07-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","L Shuswap","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST07","QCST07","QCST - GOLETAS CH",100,9,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.829,-127.675,"1000-0029-118-B0689","Mixed","NO","AvgCopy",NA,NA,NA,1728.437934,0,NA,0,NA,0,0,0,905.2928485,0,0,0,0,0,0,1.734854762,0,0,0,0,1279739.956,0,0,0,0,0,36381.56168,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",100,"2012-07",13,12.7705771128337,0.00919393963284065
"5707","OK","1000-0029-118-B0690","B0690","HS201250-QCST07-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST07","QCST07","QCST - GOLETAS CH",93,6,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.829,-127.675,"1000-0029-118-B0690","Mixed","NO","AvgCopy",NA,NA,NA,3639.843073,0,NA,0,NA,0,0,0,12215240863,0,0,0,0,0,0,2.379818479,0,0,0,55.35049718,6348.221765,0,3.997465053,0,0,0,0,0,0,0,NA,0,0,0,NA,0.789793384,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",93,"2012-07",13,12.7705771128337,0.00919393963284065
"5708","OK","1000-0029-118-B0691","B0691","HS201250-QCST07-118-003","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST07","QCST07","QCST - GOLETAS CH",90,6,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.829,-127.675,"1000-0029-118-B0691","Mixed","NO","AvgCopy",NA,NA,NA,2621.393051,0,NA,0,NA,0.449374089,0,0,13756810.67,0,0,0,0,0,0,0,0,0,0,0,0,0.759509756,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0.623424684,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",90,"2012-07",13,12.7705771128337,0.00919393963284065
"5709","OK","1000-0029-118-B0698","B0698","HS201250-QCST11-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST11","QCST11","QCST - E OFF NUMAS I",115,13,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.775,-127.01,"1000-0029-118-B0698","Mixed","NO","AvgCopy",NA,NA,NA,17926.86339,0,NA,0,NA,0,0,0,12823523.28,0,0,0,0,0,0,0,0,0,0,0,431.5978764,9.866197928,7.6705308,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",115,"2012-07",13,12.2055053710938,-0.211454550425211
"5710","OK","1000-0029-118-B0699","B0699","HS201250-QCST11-118-003","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST11","QCST11","QCST - E OFF NUMAS I",132,17,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.775,-127.01,"1000-0029-118-B0699","Mixed","NO","AvgCopy",NA,NA,NA,934.7521115,0,NA,0,NA,0,0,0,2284683.126,0,0,0,0,0,0,20043.22493,0,0,0,0,54.09800835,4.218812594,4.077555788,0,0,0,5950.491288,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",132,"2012-07",13,12.2055053710938,-0.211454550425211
"5711","OK","1000-0029-118-B0700","B0700","HS201250-QCST11-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/13/2012","Summer","L Shuswap","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST11","QCST11","QCST - E OFF NUMAS I",96,7,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.775,-127.01,"1000-0029-118-B0700","Mixed","NO","AvgCopy",NA,NA,NA,63053.76741,0,NA,0,NA,0,0,0,28181486612,0,0,0,0,0,0,638.94219,0,0,0,0,269801.4302,0,0,0,0,0,3.231532744,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-13 03:00:00,"195",2012,"195","2012-07",96,"2012-07",13,12.2055053710938,-0.211454550425211
"5712","OK","1000-0029-118-B0702","B0702","HS201250-QCST12-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST12","QCST12","QCST - NW OFF MALCOLM I",94,7,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.674,-127.188,"1000-0029-118-B0702","Mixed","NO","AvgCopy",NA,NA,NA,7329.265079,0,NA,0,NA,0,0,0,1722.650753,0,0,0,0,0,0,0,0,0,0,5.26862383,NA,2.920098054,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",94,"2012-07",14,12.2892697143555,-0.0890392049153608
"5713","OK","1000-0029-118-B0710","B0710","HS201250-QCST13-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","Scotch","Scotch","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST13","QCST13","QCST - N OFF MALCOLM I",95,6,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.723,-127.081,"1000-0029-118-B0710","Mixed","NO","AvgCopy",NA,NA,NA,2621.516274,0,NA,0,NA,0,0,0,2481646010,0,0,0,0,0,0,1.773258436,0,0,0,1.913923342,8599.467889,0,1.894266238,0,0,0,222.7443012,0,0,0.242266124,NA,0,0,0,NA,0.708546851,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",95,"2012-07",14,12.2024069976807,-0.15472102695041
"5714","OK","1000-0029-118-B0711","B0711","HS201250-QCST13-118-005","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","Scotch","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST13","QCST13","QCST - N OFF MALCOLM I",101,9,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.723,-127.081,"1000-0029-118-B0711","Mixed","NO","AvgCopy",NA,NA,NA,139885.2604,0,NA,0,NA,0,0,0,3018052738,0,0,0,0,0,0,0,0,0,0,0,71686.89077,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",101,"2012-07",14,12.2024069976807,-0.15472102695041
"5715","OK","1000-0029-118-B0717","B0717","HS201250-QCST15-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST15","QCST15","QCST - NOWELL CH",115,14,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.757,-126.837,"1000-0029-118-B0717","Mixed","NO","AvgCopy",NA,NA,NA,494309.9333,0,NA,0,NA,0,0,0,36950057.78,NA,0,0,1.338628977,0,0,2559.632687,0,0,0,0,1.492318393,0,10.63649721,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",115,"2012-07",14,12.1810835838318,-0.339892435603671
"5716","OK","1000-0029-118-B0718","B0718","HS201250-QCST15-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Adams","L Adams","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST15","QCST15","QCST - NOWELL CH",110,12,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.757,-126.837,"1000-0029-118-B0718","Mixed","NO","AvgCopy",NA,NA,NA,13695.52886,34.40853725,NA,0,NA,194.0648024,0,0,762.5878945,570.9145125,NA,0,0,28.20936749,0,21299.56481,0,0,0,2176.334911,16424.51271,0,0.485298298,0,0,0.862888653,26.00285606,0,0,1.917809201,NA,0,6.892314371,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",110,"2012-07",14,12.1810835838318,-0.339892435603671
"5717","OK","1000-0029-118-B0720","B0720","HS201250-QCST15-118-004","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST15","QCST15","QCST - NOWELL CH",91,7,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.757,-126.837,"1000-0029-118-B0720","Mixed","NO","AvgCopy",NA,NA,NA,5938.1217,0,NA,0,NA,0,0,0,61.54325431,0,0,0,0,0,0,1.273499899,0,0,0,0,0,NA,0.428851123,0,0,0,0,0,0,0.470092665,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",91,"2012-07",14,12.1810835838318,-0.339892435603671
"5718","OK","1000-0029-118-B0721","B0721","HS201250-QCST15-118-005","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Adams","Low % Probability","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST15","QCST15","QCST - NOWELL CH",87,6,"F","","","","MID-WATER TRAWL","P012","JS","VIN",50.757,-126.837,"1000-0029-118-B0721","Mixed","NO","AvgCopy",NA,NA,NA,10538.42523,0,NA,0,NA,0,0,0,2966867.585,0,0,0,0,0,0,12.71590782,0,0,0,0,4877.326312,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",87,"2012-07",14,12.1810835838318,-0.339892435603671
"5719","OK","1000-0029-118-B0722","B0722","HS201250-QCST17-118-001","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST17","QCST17","QCST - DONEGAL HD",102,10,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.681,-126.859,"1000-0029-118-B0722","Mixed","NO","AvgCopy",NA,NA,NA,202338.3127,0,NA,0,NA,0,0,0,679441.2219,0,0,0,0,0,0,16379.45879,0,0,0,0,NA,1.369453682,4.701072546,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",102,"2012-07",14,12.126953086853,-0.322308813730878
"5720","OK","1000-0029-118-B0728","B0728","HS201250-QCST18-118-002","HS","Sockeye","201250 2012 HS Jun","High Seas","SW",2012,"7/14/2012","Summer","L Shuswap","L Shuswap","L","N","Juvenile","W","Wild","1000-0029-S-HS201250-QCST18","QCST18","QCST - CORMERAND CH",105,11,"M","","","","MID-WATER TRAWL","P012","JS","VIN",50.61,-126.826,"1000-0029-118-B0728","Mixed","NO","AvgCopy",NA,NA,NA,18283.32338,0,NA,0,NA,0,0,0,8388988230,0,0,0,0,0,0,49.75451285,0,0,0,0,3.993052365,4.149019479,0.18085409,0,0,0,1.404457635,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2012-07-14 03:00:00,"196",2012,"196","2012-07",105,"2012-07",14,12.1357259114583,-0.319611443413635
"5799","OK","1000-0030-118-B2063","B2063","HS201267-DC01-118-001","HS","Sockeye","201267 2012 HS Oct","High Seas","SW",2012,"10/28/2012","Fall","Number of missing Loci exceeded","Number of missing Loci exceeded","L","N","Juvenile","W","Wild","1000-0030-S-HS201267-DC01","DC01","DOUGLAS CH - CAAMANO SD",155,40,"M","","","","MID-WATER TRAWL","P006","CC","Northern",52.91,-129.311,"1000-0030-118-B2063","Mixed","NO","AvgCopy",NA,NA,NA,1.012756377,0,NA,0,NA,0,0,0,2403436.796,0,0,0,0,0,0,7429.376433,0,0,0,0,6513.058255,0,11.1503333,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"FaWi",2012-10-28 03:00:00,"302",2012,"302","2012-10",155,"2012-10",28,10.0790673149957,-0.77703405309607
"5800","OK","1000-0030-118-B2075","B2075","HS201267-DC14-118-001","HS","Sockeye","201267 2012 HS Oct","High Seas","SW",2012,"10/29/2012","Fall","Kitimat","Kitimat","L","N","Juvenile","W","Wild","1000-0030-S-HS201267-DC14","DC14","DOUGLAS CH - OFF MAITLAND I",142,28,"F","","","","MID-WATER TRAWL","P006","CC","Northern",53.786,-128.899,"1000-0030-118-B2075","Mixed","NO","AvgCopy",NA,NA,NA,13059.55444,0,NA,0,NA,0,0,0,248331.765,0,0,0,0,8583.69357,0,12.38913849,0,0,0,0,9.450613643,0,17.81003391,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"FaWi",2012-10-29 03:00:00,"303",2012,"303","2012-10",142,"2012-10",29,9.58419075012207,-0.546842123667401
"5801","OK","1000-0030-118-B2087","B2087","HS201267-DC31-118-001","HS","Sockeye","201267 2012 HS Oct","High Seas","SW",2012,"10/31/2012","Fall","Great Central","Low % Probability","L","N","Juvenile","W","Wild","1000-0030-S-HS201267-DC31","DC31","DOUGLAS CH - MCKAY REACH",129,21,"F","","","","MID-WATER TRAWL","P006","CC","Northern",53.311,-128.999,"1000-0030-118-B2087","Mixed","NO","AvgCopy",NA,NA,NA,0,0,NA,0,NA,0,0,0,27298095.89,0,0,0,0,0,0,0,0,0,0,0,0,5.831449582,431.2253054,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"FaWi",2012-10-31 03:00:00,"305",2012,"305","2012-10",129,"2012-10",31,9.76095413208008,-0.688742252985634
"5969","OK","1000-0032-118-B5114","B5114","HS201343-T06-118-001","HS","Sockeye","201343 2013 HS Jun","High Seas","SW",2013,"7/18/2013","Summer","Sheemahant","Sheemahant","L","Y","Juvenile","W","Wild","1000-0032-S-HS201343-T06","T06","TRIANGLE",128,23,"M","","","","MID-WATER TRAWL","P111","QCS","Northern",50.938,-128.99,"1000-0032-118-B5114","Mixed","NO","AvgCopy",NA,NA,NA,285.6857206,0,NA,0,NA,0,0.011105271,0,1.12e-15,0,0,0,0,0,0,6618.791053,0,0,0,0,0,0,0.134700745,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-07-18 03:00:00,"199",2013,"199","2013-07",128,"2013-07",18,14.5875579833984,0.758821741739911
"5970","OK","1000-0032-118-B5115","B5115","HS201343-T06-118-002","HS","Sockeye","201343 2013 HS Jun","High Seas","SW",2013,"7/18/2013","Summer","Long Lake","Long Lake","L","Y","Juvenile","W","Wild","1000-0032-S-HS201343-T06","T06","TRIANGLE",119,18,"M","","","CONTAMINATED WITH GILL B5117 (BUT REMOVED)","MID-WATER TRAWL","P111","QCS","Northern",50.938,-128.99,"1000-0032-118-B5115","Mixed","NO","AvgCopy",0,0,0,1029.05689,0,0,0,0,0,0.029525833,0,0.000218629,0.329443798,0,0,0,0,0,34708.44186,0,0,0,0,NA,0,3.450647979,0,0,0,0,0,0,0,0,0,6.865465587,0,0,0,0,0,0,"SpSu",2013-07-18 03:00:00,"199",2013,"199","2013-07",119,"2013-07",18,14.5875579833984,0.758821741739911
"5971","OK","1000-0032-118-B5116","B5116","HS201343-T06-118-003","HS","Sockeye","201343 2013 HS Jun","High Seas","SW",2013,"7/18/2013","Summer","Long Lake","Long Lake","L","Y","Juvenile","W","Wild","1000-0032-S-HS201343-T06","T06","TRIANGLE",130,24,"M","","","","MID-WATER TRAWL","P111","QCS","Northern",50.938,-128.99,"1000-0032-118-B5116","Mixed","NO","AvgCopy",0,0,0,4608.095192,0,0,0,0,0,0,0,0.602691472,0.069247532,0,0,0,0.233510944,0,2.291979589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254211729,0,0,0,0,0,0,0,0,0,"SpSu",2013-07-18 03:00:00,"199",2013,"199","2013-07",130,"2013-07",18,14.5875579833984,0.758821741739911
"5972","OK","1000-0032-118-B5119","B5119","HS201343-T02-118-001","HS","Sockeye","201343 2013 HS Jun","High Seas","SW",2013,"7/18/2013","Summer","Sheemahant","Low % Probability","L","Y","Juvenile","W","Wild","1000-0032-S-HS201343-T02","T02","TRIANGLE",110,14,"F","","","","MID-WATER TRAWL","P111","QCS","Northern",51.211,-128.48,"1000-0032-118-B5119","Mixed","NO","AvgCopy",0,0,0,521.2279337,0,0,0,0,0,0,0,0.000683992,0,0,0,0,0,0,1.323431747,0,0,0,176.5772237,0,118347969.3,7.319019755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SpSu",2013-07-18 03:00:00,"199",2013,"199","2013-07",110,"2013-07",18,14.8902848561604,0.846357917785612
"5973","OK","1000-0032-118-B5120","B5120","HS201343-T02-118-002","HS","Sockeye","201343 2013 HS Jun","High Seas","SW",2013,"7/18/2013","Summer","Long Lake","Long Lake","L","Y","Juvenile","W","Wild","1000-0032-S-HS201343-T02","T02","TRIANGLE",112,14,"M","","","","MID-WATER TRAWL","P111","QCS","Northern",51.211,-128.48,"1000-0032-118-B5120","Mixed","NO","AvgCopy",0,0,0,134.8463511,0,0,0,0,0,0,0,0.027056537,0,0,0,0,0,0,52.36202384,0,0,0,0,NA,0,1.471230566,0,0,22.11727828,0,0,0,2.374181565,0,0,0,0,0,0,0,0,0,"SpSu",2013-07-18 03:00:00,"199",2013,"199","2013-07",112,"2013-07",18,14.8902848561604,0.846357917785612
