,experiment_name,technician,tray,unique_id,species,region,sub_region,trip_location,SWFW,stock_origin,stock_over_60_prob,catch_date,Year,season,hatchery_wild,thermal_score,osmotic_score,IM_score,VDD_score,X,X.1,Overall.stress,Number.agents..1000,MRS.PC1,Inflammation.PC1,Immune.PC1,Chloride...H2EB1,Chloride...HLA2.G1,Chloride...ICLP2,Chloride...PSMB7..2,Chloride...PSMB8,General.Stress...HSC70,General.Stress...Hsp90,General.Stress...JUN,Growth...IGF.IR_sasa,Hypoxia...anillin,Hypoxia...CDKN1B,Hypoxia...claspin,Hypoxia...GPX3,Hypoxia...HIF1A_6,Hypoxia...kif4,Hypoxia...ncapd3,Hypoxia...ndc80,Hypoxia...RAMP1,Imminent.Mortality...ARRDC2,Imminent.Mortality...CLEC4E,Imminent.Mortality...GLUL,Imminent.Mortality...H1F0,Imminent.Mortality...IQGAP1,Imminent.Mortality...NUPR1,Imminent.Mortality...ODC1,Imminent.Mortality...TAGLN3,Immune.stimulation...B2M_sasa,Immune.stimulation...CD83_sasa,Immune.stimulation...hep_onmy,Immune.stimulation...IFNa_sasa2,Immune.stimulation...IgMs_onmy,Immune.stimulation...IL.15_onmy,Immune.stimulation...IL.1B_sa.om,Immune.stimulation...MHC.II.B,Immune.stimulation...RIG.I_sasa1,Immune.stimulation...SAA_onmy,Inflammation...ES1,Inflammation...GILT,Inflammation...IL.11_onmy,Inflammation...IL.17D_onmy,Inflammation...MMP13_sasa,Inflammation...MMP25,Inflammation...napepld,Inflammation...tgfb,Inflammation...txn,MRS...ATP5G3.C,MRS...C7,MRS...CA055640,MRS...FYB,MRS...HTA,MRS...IRF1,MRS...KRT8,MRS...PRAS,MRS...RPL6,MRS...SCG,Osmotic...CEBPB,Osmotic...CFTR.I_v1,Osmotic...FKBP5.v1,Osmotic...PRLR.v1,Osmotic...RGS21.v1,Osmotic...SHOP21,Stress.Mortality...HSP90ab1_15_v1,Stress.Mortality...LDH_1,Stress.Mortality...VEGFa_1,Thermal...EEF2.v1,Thermal...EF.2_14,Thermal...FKBP10_2,Thermal...FKBP10_4,Thermal...hsp70_6,Thermal...Hsp90AA1,Thermal...HSP90alike_6,Thermal...Map3k14_3,Thermal...SERPIN_20_v1,Thermal...SERPIN_9,Thermal...Sfrs9_1._v2,VDD...CA038063_MGL_1,VDD...DEXH_MGL_1,VDD...GAL3_MGL_2,VDD...IFI,VDD...IFI44A_MGL_2,VDD...IFIT5_MGL_2,VDD...MX_ONTS,VDD...RSAD,VDD...TRIM1,Bacterium...Candidatus.Branchiomonas.cysticola,Bacterium...Candidatus.Syngnamydia.salmonis,Bacterium...Flavobacterium.psychrophilum,Bacterium...Moritella.viscosa,Bacterium...Piscichlamydia.salmonis,Bacterium...Piscirickettsia.salmonis,Bacterium...Renibacterium.salmoninarum,Bacterium...Strawberry.disease...Rickettsia.like.organism.,Bacterium...Tenacibaculum.maritimum,HAB...Heterosigma.akashiwo,HAB...Pseudochattonella,Parasite...Ceratomyxa.shasta,Parasite...Dermocystidium.salmonis,Parasite...Facilispora.margolisi,Parasite...Ichthyobodo,Parasite...Ichthyophonus.hoferi,Parasite...Ichthyophthirius.multifiliis,Parasite...Kudoa.thyrsites,Parasite...Loma.salmonae,Parasite...Myxobolus.arcticus,Parasite...Myxobolus.insidiosus,Parasite...Nanophyetus.salmincola,Parasite...Nucleospora.salmonis,Parasite...Paranucleospora.theridion,Parasite...Parvicapsula.kabatai,Parasite...Parvicapsula.minibicornis,Parasite...Parvicapsula.pseudobranchicola,Parasite...Sphaerothecum.destruens,Parasite...Tetracapsuloides.bryosalmonae,Virus...Circo.virus,Virus...Cutthroat.trout.virus.2,Virus...Erythrocytic.necrosis.virus,Virus...Infectious.hematopoietic.necrosis.virus,Virus...Pacific.salmon.parvovirus,Virus...Picorna.virus,Virus...Piscine.orthoreovirus..1,Virus...putative.RNA.virus.1,Virus...Qin.virus,Virus...Rhabdo.virus,Virus...Salmon.pescarenavirus.1,Virus...Salmon.pescarenavirus.2,Virus...Viral.encephalopathy.and.retinopathy.virus,Virus...Viral.hemorrhagic.septicemia.virus,longitude,latitude,CU_ACRO,CU_NAME,JAZ,dist2fras,deg2samp
1303,Onne FitChip 2020,TM,3985,1000-0050-118-C9078,Sockeye,Freshwater,Lower Fraser River,Fraser River - Mission,FW,Chilko south,Chilko south,5/7/13,NA,2-Spring,Wild,0.4268,0.5146,0.0509,0.4532,NA,NA,0,2,0.355606734,1.330673922,1.70634671,0.355697453,-1.068488653,-1.036752092,-0.163353902,-1.443468712,-0.374435372,-3.061973782,0.335668308,-0.119351212,-0.580974252,-0.728812322,-0.242481182,-0.195723622,0.382780408,0.685602808,-0.281182792,-0.617929572,-1.150809922,-0.537427312,-0.583828852,-0.073482748,-1.688258952,-0.527313416,-0.496878242,-1.137267212,-1.175499036,-1.528809442,-0.128063972,-3.348464737,-0.269557772,-2.681641065,-0.480797492,-0.782305952,-0.809227595,-0.908495132,-1.779914322,-2.349035052,-1.011151855,-1.460869162,-1.193968112,-1.267511222,-1.063016962,0.592167788,-0.220272722,-0.21487226,-0.718444493,-0.571943442,1.605665468,-0.443113752,-0.096874472,0.180878918,-0.619095599,-0.268294022,-2.407333102,0.090940138,-1.698728212,0.046042211,-0.847193862,0.451806998,-2.597548402,-1.676021992,-0.945850967,-0.542005222,-0.269459382,-1.1130784,1.506184221,-0.834752582,-0.623459014,-1.374953762,-4.553664892,-2.365023322,0.546794483,-1.486848802,0.215643298,-0.628327105,-1.299564782,-0.514229142,-1.278266084,-0.453378212,0.783084988,-0.620687912,0.938622022,-1.525538442,-0.446202219,305.2789183,0,40.90689075,0,0,0,0,0.458378052,0,0,0,0,0,0,4.603815391,0,11.46728988,0,0,2888.501605,0,0,0,0,0,0,0,0,0,0,NA,0,0,14528.1326,0,0,NA,0,0,NA,0,0,0,NA,NA,Chilko-ES,Chilko-ES,MFR+GStr,NA,NA
1304,Onne FitChip 2020,TM,4021,1000-0073-118-9270,Sockeye,Vancouver Island North,Johnstone Strait,PARR,SW,L Shuswap,Low % Probability,6/14/12,NA,3-Summer,Wild,0.2021,0.8602,0.7665,0.6567,NA,NA,2,1,-2.127941079,-1.419492186,-3.098980308,1.65780114,0.708223242,0.373323355,1.222689672,0.915935332,1.223313702,-3.432572038,2.494356252,0.331737872,0.658701762,0.548669902,-0.308670358,-0.431496488,0.429407952,0.991018692,-0.303951298,0.178621842,0.512836031,2.791528742,0.340967312,1.037348484,-0.074755978,0.638492749,1.899332902,1.370800746,1.220607749,1.822228842,0.501530102,1.572709162,1.265882702,-1.836929888,1.501700747,0.281990692,0.568876625,1.004933012,1.466165802,-0.230076548,1.33058654,-0.586856768,2.486777562,-1.751005156,-0.370448418,0.537150122,1.567909422,-0.305426698,0.260881867,2.508434382,0.479674942,0.501402032,0.667135872,0.025375442,0.871549943,0.073279012,3.795652972,0.196167452,0.577631538,1.064303335,1.625375687,0.671043132,2.454855742,-0.504843288,-0.173678978,-2.620103078,1.303351622,1.342059743,0.651109223,1.44979522,0.837591129,-0.334159178,-1.600839928,-1.996884768,0.614739268,-1.409842638,-0.759353488,0.670925422,-0.762752168,1.210128102,1.475468821,0.474534992,-1.689932438,0.593481812,0.808820002,0.936556542,0.273399891,121.87092,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122721241,0,0,0,0,114626.6834,0,0,0,0,0,35.86151577,0,0,0,0,NA,0,0,0.562465968,0,0,NA,0,0,NA,1.196982183,0,0,-126.0291,50.46951667,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,258976.9624,0
1305,Onne FitChip 2020,TM,3998,2016-0052-118-1606,Sockeye,Vancouver Island North,Johnstone Strait,,SW,Quesnel Horsef,Quesnel Horsef,5/27/16,NA,2-Spring,Wild,0.3138,0.7379,0.7597,0.7361,NA,NA,3,6,-4.539690301,-2.062005217,-3.389740792,-0.223748735,-0.354360695,3.018094972,-0.126897057,2.015248486,0.719629196,-1.332743464,-2.013299084,0.734838586,0.238822856,3.406288006,1.092979186,0.336852886,0.175971556,-0.202895464,0.825860226,1.812787856,2.993088676,-1.176469824,2.433017266,0.583251246,2.563000156,1.148345546,0.296108656,1.803870928,0.577474938,0.278179736,2.520376486,-0.727385654,-0.598039574,-1.105799628,1.751685746,1.889777316,1.599825433,1.555832976,0.763706576,-2.804279664,1.52430068,1.046602226,0.220402506,1.382037234,1.218262496,1.277524936,0.346583796,0.124233287,0.857604549,1.329863846,-4.044439274,1.684742956,2.298700116,0.519301836,2.143324054,1.710368636,2.232364986,1.117517086,1.591711776,0.655468843,1.077056333,0.818075196,0.204728346,-0.463059194,0.877363145,-1.037105744,1.583781596,0.484559067,-0.070215326,-0.126195953,-1.257754644,-2.028799464,1.121896296,-2.236648444,0.591704526,-0.646668414,0.273373676,0.488597073,1.379983466,1.273088747,-2.143342754,-1.807876814,0.336369366,-0.019649876,-1.845190184,-0.388666674,0.86174041,21778.46888,0,0,NA,0,0,0,0,0,0,0,0,0,0,5168633.475,0,0,0,0,245857.2838,0,0,NA,1916.083307,0,21860.94092,0,0,0,0,0,0,0,9003.451959,0,0,0,0,0,0,14.07421892,0,0,-126.721845,50.578487,Quesnel-S,Quesnel-S,MFR+GStr,309555.8861,0
1308,Onne FitChip 2020,TM,4002,2015-0033-118-F0751,Sockeye,Vancouver Island North,Johnstone Strait,SOG,SW,L Adams,L Adams,6/30/15,NA,3-Summer,Wild,0.6224,0.5545,0.7077,0.4134,NA,NA,1,1,-0.77481826,-0.070214227,1.93663604,1.901127166,0.082574397,-3.265521052,-1.394394618,0.992245075,-2.056440425,0.076043435,-0.948088705,-0.343691045,-0.469969945,-0.43649742,-0.455655345,3.133336795,0.936042645,0.648992845,-1.095111335,0.307055535,0.355422725,0.363667485,0.439095475,0.430199719,-0.7801413,-0.291234785,1.257030865,3.343859395,2.058689395,1.432267155,-1.050588075,-5.516584155,-0.107063625,-7.763388328,-0.621708249,0.618575405,0.384346153,-0.451328815,-2.582580045,-2.652496425,-1.168837559,1.546078265,-0.401481135,0.309533667,0.589084355,1.084613125,-2.231382685,-0.720725307,-0.144853066,-0.007321365,-0.168074995,-2.469155785,0.997123635,-1.235246045,1.715135886,1.379536825,0.409101145,0.900536665,1.720935415,-0.391550096,-0.110838827,-0.460542685,-3.300674115,2.088411125,0.180171749,5.706588235,0.882187925,1.63230273,1.400734138,0.565960384,0.128985102,-0.152668913,-2.165280615,-0.902036575,-0.311751313,-0.298445975,0.138668175,-0.952852318,1.050028112,1.410512785,0.076573967,-0.271844915,1.340858365,-0.214815005,-0.882115115,-1.789588445,-0.682778852,11.35122977,0,0,NA,0,0,0,0,0.887736765,0,0,0,0,0,96.64595954,0,0,0,0,0,0,0,NA,592.027258,0,89233.90058,0,0,0,0,0,0,0,288.652618,0,0,0,0,0,0,0.032123921,0,0,-126.0905,50.45616667,Shuswap-ES,Shuswap-ES,STh+GStr,261932.9987,0
1309,Onne FitChip 2020,TM,3995,2016-0052-118-1554,Sockeye,Vancouver Island North,Johnstone Strait,,SW,Quesnel Horsef,Quesnel Horsef,6/2/16,NA,2-Spring,Wild,0.6505,0.633,0.6907,0.6217,NA,NA,0,4,-6.545021612,-4.93612688,-2.156195045,-0.434158999,0.688091757,1.457948433,0.61969865,0.576143943,0.978217503,1.509019683,-3.045393947,-0.170474707,1.202549363,1.623415073,1.709672153,1.531310193,1.337673843,-1.695109937,1.104738133,2.349155453,2.320881413,0.554500843,1.326781493,0.320979554,1.319153193,0.775195277,0.728559643,1.065482123,-0.063564245,-1.586393877,-0.422854387,-3.180226557,5.946356103,0.94452265,2.534496563,-0.361623527,0.948006935,-1.778374887,0.685132758,-2.240603527,0.750260983,4.548852713,0.372084433,1.410329391,3.780405153,-0.775533227,4.080467613,-0.382363248,0.719256818,3.242619323,1.461909323,0.579263103,2.270974573,2.114679643,1.038015711,3.464880873,-0.865571037,5.017250543,1.083015873,-0.230960178,1.264245984,-0.034110124,-0.003717477,1.814855943,0.419862866,4.335247833,2.999905563,0.311308928,1.058408918,0.88861186,1.402764503,3.038716947,-2.331678267,-1.260482027,0.374121788,-1.037641007,-0.242308087,-0.106391394,0.516557777,0.814853733,-0.465283608,1.645239073,-0.479705167,0.709020891,-0.043550767,2.154232643,1.735447011,17882.27827,0,0,NA,0,0,0,0,0,0,0,0,0,0,13.03818611,12.35539353,0,0,0,502459.3108,0,0,NA,28524.7817,0,26.55091169,85.10397396,0,0,0,0,0,0,99092.77984,0,0,0,0,0,0,0.231944508,0,0,-126.814611,50.544011,Quesnel-S,Quesnel-S,MFR+GStr,314144.6517,0
1310,Onne FitChip 2020,TM,3979,1000-0023-118-5984,Sockeye,Vancouver Island North,Johnstone Strait,High Seas,SW,DollyVarden Cr,DollyVarden Cr,7/2/10,NA,3-Summer,Wild,0.3175,0.5265,0.677,0.1428,NA,NA,0,1,-5.340240463,-4.878888914,-2.503976765,2.52992182,0.930803335,4.796191258,-0.876546977,3.298707592,1.150599852,0.487693352,-0.720091578,-2.093724258,-2.517179988,2.344410762,-1.774305778,-0.289225988,-1.141397018,-0.331741658,-2.737362728,-0.262121328,2.779971162,1.754885772,3.015674132,-1.723234099,5.457285428,-0.014225693,-0.099241918,1.788350982,0.452211848,2.149054472,3.692601942,-5.642413568,0.725987322,-0.239568248,4.447382562,-0.398784798,3.333386917,-4.183062248,-1.149740068,4.003454816,2.760255865,2.191229602,0.757315232,0.684646332,1.798586542,2.256475382,-0.731716168,1.671938136,-0.982943245,-1.619546908,5.344837822,2.565738162,2.944820182,1.494674192,2.667387616,1.445275582,-2.476635878,3.010626447,3.700464352,-2.583610528,-1.816517418,-1.428498918,4.383615922,-1.329702998,1.708965611,2.704118342,1.479647642,-1.644843168,-1.844770476,-0.552948203,-1.008446658,1.858629932,3.032897672,-0.060837268,-2.636108648,-4.113392228,-4.381728398,-2.102802448,0.335241712,1.048615472,-1.79685319,-0.026799638,-3.098880818,0.150280582,-1.362249828,-2.195369068,0.188367083,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.4860337,0,0,NA,0,0,180165.0634,0,0,0,0,0,0,0,9.505206738,0,0,0,0,0,0,0,0,0,-127.529,50.854,Chilliwack-ES,Chilliwack-ES,LFR+GStr,374336.1308,0
1311,Onne FitChip 2020,TM,4001,1000-0102-118-B4241,Sockeye,Vancouver Island North,Johnstone Strait,Johnstone Strait,SW,Chilko,Low % Probability,6/19/13,NA,3-Summer,Wild,0.254,0.87,0.6103,0.8343,NA,NA,2,3,-3.964574124,-4.823943982,-6.667278266,3.973894015,2.682191034,6.242899707,0.74663469,0.345003867,0.893629267,-1.594238373,-0.331658483,-0.310141153,0.490746597,1.558208327,0.393509757,-0.295396593,-0.923906103,-0.468733923,-0.384085813,-1.168520813,1.553192718,1.386163237,5.442361077,0.371441648,0.077224144,-1.146185923,-0.232136103,1.667410982,0.181377113,8.607000477,0.958321187,1.021736427,1.817838097,-2.940323424,1.234446117,0.930326317,2.747680835,10.91234754,-0.561648663,1.240913627,1.761478077,3.711922057,5.449547377,0.394935387,-0.543955873,0.213009647,0.111195427,0.750964174,0.125747553,1.066043957,-0.690055003,1.383592697,1.524963757,-0.855113993,3.078677233,2.060480577,6.906649457,0.445046437,1.931579507,0.402662247,2.136688913,0.474003887,3.328035277,-1.751548213,-0.405130444,1.041695607,1.574680437,0.019326707,0.42909031,-0.662894914,-0.400148623,-0.232454443,2.474819637,7.225939757,-0.837965038,-2.995633533,-1.572109003,-0.156078813,-0.493656733,0.303726457,2.058539297,1.066742017,0.327962887,0.570498387,1.991674327,0.389399257,4.500958212,68661.49125,0.115888154,0,0,0,0,0,0,0,0,0,0,0,0,13.14124539,0,0,0,0,40279.7871,0,0,0.084288547,0.075346837,0,0,0,0,0,0,NA,0,0,4779.067865,0,0,NA,0,0,NA,0,0,0,-126.85235,50.54949,Chilko-S,Chilko-S,MFR+GStr,316886.5934,0
1312,Onne FitChip 2020,TM,3982,1000-0154-118-A10080,Sockeye,Freshwater,Freshwater Fraser,Chilko Lake Smolt Fence,FW,Chilko,Chilko,5/10/13,NA,2-Spring,Wild,0.043,0.7554,0.3774,0.302,NA,NA,1,1,-0.409973648,2.57412382,2.509565,-0.548133172,-1.793080681,-1.659909701,-1.599517286,-1.232248545,0.255744292,-2.799488588,0.028570062,-0.530774648,-1.685680648,0.341504693,-0.708921738,-0.465646878,-0.777607518,1.430718752,-0.972443169,-0.991280788,-1.245786306,-0.462803968,-0.945194008,-0.016064676,-0.550612554,-0.85599535,0.903102013,2.175992914,0.316814391,-0.480286058,-0.132092788,-1.999093623,-2.069947928,-2.614988068,-2.033414333,-1.811966478,-1.411630248,-0.456186978,-1.927162608,-3.558046638,-1.856654547,-0.679081498,-1.359840008,-2.275714259,-0.240406958,1.366468892,-0.115715358,-2.035073232,-0.823197229,1.234743372,2.662260012,0.525066402,0.502622912,-0.085727028,-0.591007477,-0.585347138,-2.558142838,-0.015070528,-1.558819828,-1.62104045,1.232811172,0.439385788,-2.275604128,1.145123822,-1.295781203,1.851367062,0.272846812,-1.372201097,0.295389196,-0.867185516,-0.872720832,-2.959778138,-4.254844808,-1.602520148,-0.196113859,-2.113244968,-2.192259688,-0.811923643,-2.669826285,-1.660111978,-1.875682778,-1.967000898,1.497657062,-1.249517698,0.065006559,-3.017150668,-1.239773464,826.2292639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154126447,0,0,0,0,252794.7106,0,0,0,0,0,0,0,0,142.1963861,0,0,0,0,16.45189273,0,0,0,0,0,0,0,0,0,NA,NA,Chilko-S,Chilko-S,MFR+GStr,NA,NA
1313,Onne FitChip 2020,TM,3987,1000-0154-118-A10057,Sockeye,Freshwater,Freshwater Fraser,Chilko Lake Smolt Fence,FW,Chilko,Chilko,5/10/13,NA,2-Spring,Wild,0.0413,0.7337,0.6867,0.2044,NA,NA,1,2,-1.107643609,1.902959859,1.938057001,-0.396610065,-1.329479014,-0.430823957,-1.032307272,0.247329574,-0.008255696,-3.775551616,-1.215409416,-0.489806466,-0.177814846,-0.51850959,-0.036108006,0.133552244,-1.165095656,1.164826844,-0.947491476,-0.846542466,-0.058977885,0.910937304,0.175663844,0.596856313,-0.1617459,0.23160875,2.628080206,2.090859364,0.604609021,-1.245534836,1.245793354,-2.449377761,-1.168171966,-2.967613751,-0.858893996,-0.235502186,-1.174188106,-2.006032066,-2.675837496,-4.690064476,-0.923416071,-0.995592786,-2.372672846,-0.876251224,0.342935104,1.866607184,0.879102384,-1.111473138,-0.784636708,0.211130294,-2.287273596,1.331023464,1.341257474,0.364690874,0.357557569,-0.031594996,-3.833991936,-0.932319086,-0.027797886,-0.478701746,2.621145293,1.983135878,-2.061296726,0.082120434,-1.037528526,1.997053814,0.958742434,-0.513467345,0.874466615,-0.301712234,-0.026269634,-1.957493506,-4.975866406,-2.260412966,0.614998915,-1.917577216,-1.905879726,-0.216215262,-1.198688934,-2.056561246,-1.888833421,-1.932659716,-1.539940056,-0.315246636,-0.086067466,-2.375681376,-0.579756633,4449.566544,0,6.391613901,0,0,0,0,0,0,0,0,0,0,0,667.4336905,0,0,0,0,2122.296428,0,0,0,0,0,0,0,0,0,0,NA,0,0,113.0968193,0,0,NA,0,0,NA,0,0,0,NA,NA,Chilko-S,Chilko-S,MFR+GStr,NA,NA
1314,Onne FitChip 2020,TM,3995,2016-0052-118-1568,Sockeye,Vancouver Island North,Johnstone Strait,,SW,L Shuswap,L Shuswap,5/28/16,NA,2-Spring,Wild,0.1205,0.6683,0.5988,0.7452,NA,NA,1,4,-2.002250216,-2.098682109,-2.057108647,0.789722307,1.255082606,2.101775129,1.168662787,0.54081468,-0.49129307,-1.05697768,-1.99533691,0.83896674,-1.13029499,1.67558374,-0.17662535,0.67414483,0.25687978,-1.22375279,0.40234879,-0.02566806,1.92688234,1.71982287,0.81136,1.157296041,1.1330431,0.791559513,1.8107011,-0.05656119,-0.193597874,-0.97285863,-0.08244211,-1.460079975,1.55884207,-0.370335536,1.93077994,0.45978368,1.280586117,-0.0681244,0.073838555,-1.66385214,1.207997937,0.01079568,-1.19686948,1.576762057,-0.57471155,-0.85101218,2.54131765,0.758216265,1.197818199,0.23150228,-0.85758507,0.15936191,0.71409593,0.3232262,0.251418178,0.7717687,0.50997875,0.62144497,0.3008882,0.855057645,1.920983319,-0.470563067,0.93958656,-1.27724887,0.214855213,-3.6395999,0.93653325,0.683458345,1.39627833,0.853846128,0.896642675,-0.239898127,-3.10217249,-2.25400312,0.136197588,-2.27990324,-1.30908523,0.870456376,0.608358154,-0.48416477,0.762492848,1.204318,-0.64505823,0.732018788,0.96094434,0.61445018,1.395767842,64935.16397,1.528503879,0,NA,0,0,0,0,0,0,0,0,0,0,10.75186081,0,0,0,0,1118.060925,0,0,NA,591.7145932,0,715.9201669,0,0,0,0,0,0,0,1798.740744,0,0,0,0,0,0,119246.8957,0,0,-126.703364,50.599433,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,310040.2362,0
1315,Onne FitChip 2020,TM,3998,2016-0052-118-1594,Sockeye,Vancouver Island North,Johnstone Strait,,SW,L Shuswap,L Shuswap,5/27/16,NA,2-Spring,Wild,0.2951,0.6493,0.5886,0.52,NA,NA,0,3,-3.331247126,-1.211427083,-3.366587426,0.542362166,0.760846399,3.325273588,0.531895827,1.265663349,0.269884229,-1.636185031,-1.863455841,0.481078699,-0.267434391,3.603837699,0.634865399,-0.606593401,-0.945478951,-0.625922741,0.440888039,1.529211399,3.053328729,-1.788954071,1.952901529,0.509731523,2.62646741,0.99809796,-0.494127051,0.494845096,0.663236647,-0.134639921,2.813705919,-1.582851816,0.235743409,-1.944498765,1.937461949,0.770075899,1.936256547,1.728154639,1.848080339,-3.005725991,2.028030329,0.931565969,-0.304894401,0.457379539,-0.200289371,0.469747179,0.686188209,-0.674855295,0.814027749,-0.378962541,-4.700651451,1.508457249,2.010994209,-0.002691911,2.172428166,1.524623809,2.607466759,-0.560948081,2.020737199,0.153381976,-0.018125619,0.294400769,0.309813009,-1.314128721,0.762394686,-1.524272281,1.947447369,0.40840994,-0.200824371,-0.19704553,-1.524386421,-1.877010001,0.453172219,-3.033027771,-0.431117141,-1.117783183,1.038316569,0.134946376,1.218800989,0.513792049,-2.944989261,-2.492280051,0.734845749,-0.105786103,-1.937690361,-1.420091931,1.016951976,231867.4073,0,0,NA,0,0,0,0,0,0,0,0,0,0,3.432061518,0,0,0,0,29.52726852,0,0,NA,7446.65342,0,1139.346008,70.02840896,0,0,0,0,0,0,0,0,0,0,0,0,0,38.36172488,0,0,-126.721845,50.578487,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,309555.8861,0
1317,Onne FitChip 2020,TM,3998,2016-0052-118-1598,Sockeye,Vancouver Island North,Johnstone Strait,,SW,L Shuswap,L Shuswap,6/4/16,NA,2-Spring,Wild,0.317,0.7229,0.5718,0.4635,NA,NA,1,4,-3.434520616,-1.195279284,-2.579326266,-3.619163111,0.383388149,3.090508106,0.303800961,2.063426571,0.166919731,-1.818359779,-3.659799489,0.640441131,0.787137591,3.531073991,1.027777131,-0.755776349,-0.032681749,-0.044694559,1.048933101,1.973951411,3.091604221,-1.353555029,1.963129521,0.332448603,2.938058477,0.741267852,-0.885628359,0.388702724,0.502683946,0.036271531,1.636518861,-1.690763799,-0.222225709,-0.280894293,2.228517751,0.404046241,1.704064511,1.225162231,-0.494858579,-1.903528569,1.821565964,-0.561663909,-0.343070609,0.474751131,-0.187195189,0.589412751,0.555447071,0.158070453,0.845737566,-1.246038479,-2.118905999,1.000252011,1.336803121,-0.102723799,2.30594655,1.780895461,2.546050111,1.667492851,0.370976711,-0.108165192,0.663397031,0.411691891,0.199206591,-0.830310959,0.710953542,-1.548708829,1.074512091,0.038190069,-0.162578219,0.385957095,-3.439706989,-1.795785139,0.721166641,-2.832392809,-1.055133349,-1.160941557,0.048446671,0.099720548,1.006311361,0.710750007,-1.688013559,-1.530874419,0.512165821,0.366534065,-1.870570269,-1.908663469,0.999446051,23253.23471,69.20178441,0,NA,0,0,0,0,0,0,0,0,0,0,8154.09066,0,0,0,0,0,0,0,NA,1080.170891,0,33.62200959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.933904,0,0,-126.033922,50.475081,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,259452.1403,0
1319,Onne FitChip 2020,TM,4021,1000-0038-118-D3609,Sockeye,Vancouver Island North,Johnstone Strait,High Seas,SW,DollyVarden Cr,DollyVarden Cr,7/9/14,NA,3-Summer,Wild,0.5678,0.7056,0.5534,0.5387,NA,NA,1,4,2.119150144,-3.664623381,-4.387558385,2.982312269,1.981885345,-0.885645449,0.231110797,-8.203179474,0.654127526,-3.098940144,3.632831296,0.465791316,-0.697471794,1.212801096,-0.770683064,-0.401538934,0.385429236,-0.854743084,0.320524256,-1.304074654,1.336576376,1.643497906,1.252192816,-0.041098773,-1.25934725,-0.648037657,0.500241946,-1.208387409,4.618599126,7.613450706,-1.174015864,2.453577571,0.031112286,-2.273667914,1.903007536,0.285506356,1.830951315,1.657306176,1.432284006,2.598669956,0.444919975,1.109175116,4.029094156,-0.129859202,-0.441651864,-1.275666324,0.469791286,0.406961923,-0.790430904,-0.995550934,-0.899631904,-1.463345034,-2.203357904,-0.175501034,-1.214044678,-0.924003234,7.135935086,0.833313866,-0.839073074,1.023474456,1.702785873,-0.201407404,3.004034566,1.184402246,-2.285393678,-1.489630454,-0.499535224,-0.169667125,1.454028286,-0.172437226,-0.118642374,-1.771746564,-1.640715684,-1.775344114,-1.312438727,-0.704057914,-0.117383154,-0.374081204,-2.849758644,0.993001946,2.308081956,-0.010184434,-1.127428424,-0.695789414,0.017253276,-0.344704294,1.201315985,38922.7696,0,0,NA,0,0,0,0,0,0.703454417,0,0,0,0,0,0,0,0,8631.092661,20107.29865,0,0,NA,0,0,8857.905557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-126.211,50.484,Chilliwack-ES,Chilliwack-ES,LFR+GStr,271027.3405,0
1320,Onne FitChip 2020,TM,4002,2015-0033-118-F0750,Sockeye,Vancouver Island North,Johnstone Strait,SOG,SW,Gates Cr,Gates Cr,6/30/15,NA,3-Summer,Wild,0.0922,0.7454,0.5311,0.6485,NA,NA,1,2,0.097542836,-0.285140762,-0.184667335,-1.447675372,-1.423240861,-0.836060295,-0.357500688,-0.516269307,-1.688933436,1.307218224,-1.468820626,-2.823926966,-0.425935786,-1.74326203,-1.242428556,-2.114151636,-3.635397356,0.634292204,-1.804241286,-0.449848396,-2.038977936,-0.324095126,0.365892244,-0.673583473,-2.08729523,-1.180844317,0.131643974,3.320272802,1.759800701,0.871159214,0.355692034,0.006838549,-0.509506136,-0.544478785,-1.562993908,1.061672394,-1.755141406,-0.470274796,0.148423339,-3.373216746,-1.536476987,0.322401754,-2.055385486,0.912466562,1.222181844,0.702177564,0.970759194,0.095714414,-1.983505493,0.094237354,-3.214540016,0.677387644,0.240494534,-0.203147896,0.548064859,0.136013794,-0.959777806,-0.587165966,1.49903668,-3.620204437,1.742125209,-2.454333946,-0.461637936,0.662166144,-1.21952909,2.612861894,1.076112234,0.283403182,0.306776997,-2.801245017,-2.853932089,-2.131902464,-1.242984756,-1.693702126,-1.994615734,-3.624409346,-2.910923346,-0.802011847,-0.431193465,0.140017664,-0.803609831,0.100662081,0.542589674,-0.025455486,1.613679282,-0.206977416,-1.341166813,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,4034.470272,0,0,0,0,0,0,0,NA,82.79258572,1.983420704,80232974.54,0,0,0,0,0,0,0,2.571836974,0,0,0,0,0,0,0,0,0,-126.0905,50.45616667,Anderson/Seton-ES,Anderson/Seton-ES,MFR+GStr,261932.9987,0
