"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","nu_sal","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","ye_ruc","season2","Date2","jd","ocean_yr","jd2","mo_yr"
"457","1000-0186-115-1448",NA,"FW","FW",2009,"4/28/09",118,NA,"","","","","","Spring",10.1,9.21,NA,NA,"M","FW","FW",50.69681861,-119.3112952,"Gill","","AvgCopy",1.52e+20,NA,0,NA,32542.55216,0,NA,0,NA,0,0,552.9465439,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",0009-04-28 02:56:56,"118",2009,"118","0009-04"
"458","1000-0186-115-1446",NA,"FW","FW",2009,"4/28/09",118,NA,"","","","","","Spring",11.2,13.9,NA,NA,"F","FW","FW",50.69681861,-119.3112952,"Gill","","AvgCopy",54671324028,NA,0,NA,62869.63451,0,NA,0,NA,0,0,230.2809938,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",0009-04-28 02:56:56,"118",2009,"118","0009-04"
"459","1000-0186-115-1447",NA,"FW","FW",2009,"4/28/09",118,NA,"","","","","","Spring",11.5,14.73,NA,NA,"F","FW","FW",50.69681861,-119.3112952,"Gill","","AvgCopy",1.69e+65,NA,0,NA,64041.3273,0,NA,0,NA,0,0,122.369071,0,1.34199267,0,0,0,NA,0,0,0,0,0,0,0,24.83112387,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,3.919679757,0,0,NA,"SpSu",0009-04-28 02:56:56,"118",2009,"118","0009-04"
"460","1000-0180-124-1452",NA,"FW","FW",2009,"4/29/09",119,NA,"","","","","","Spring",8.2,4.97,NA,NA,"","FW","FW",49.182632,-123.143474,"Gill","","AvgCopy",3.68e+69,NA,0,NA,684.2485006,0,NA,0,NA,0,0,0,0,2.011497303,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",0009-04-29 02:56:56,"119",2009,"119","0009-04"
"461","1000-0179-124-1449",NA,"FW","FW",2009,"4/29/09",119,NA,"","","","","","Spring",8,5.35,NA,NA,"","FW","FW",49.168645,-122.946868,"Gill","","AvgCopy",1.35e-18,NA,NA,NA,1.783309005,0,NA,0,NA,0,0,0,0,0.675829773,0,0,0,NA,0,0,0,0,0,0,93.28866704,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",0009-04-29 02:56:56,"119",2009,"119","0009-04"
"462","1000-0179-124-1450",NA,"FW","FW",2009,"4/29/09",119,NA,"","","","","","Spring",8.7,7.2,NA,NA,"","FW","FW",49.168645,-122.946868,"Gill","","AvgCopy",6.16e-21,NA,NA,NA,841.2065225,128.5620953,NA,0,NA,0,0,0,0.118477925,0,0,0,0,NA,0,0,0,0,0,0,2319.887532,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",0009-04-29 02:56:56,"119",2009,"119","0009-04"
"463","1000-0047-118-A5019",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",73,2.9,0.745468707,-3.127570582,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",3435.515816,NA,NA,NA,55.08374142,0,NA,0,NA,0,0,0,0,0,0,0,0,0,244697.9938,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"464","1000-0047-118-A5007",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",69,3.2,0.974098122,-3.011397294,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",333371.6475,NA,NA,NA,47.37481323,0,NA,0,NA,0,0,0,0,0.239122561,0,0,0,0,262212.264,0,0,0,NA,0,0,0,0,0,0,0,262.3956243,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"465","1000-0047-118-A5001",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",71,3.3,0.922016926,-3.035261106,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",22585.11381,NA,NA,NA,12.65453215,0,NA,0,NA,0,0,0,0,0.690365545,0,0,0,0,218400.6072,0,0,0,NA,0,0,0,0,0,0,0,3226.454543,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"466","1000-0047-118-A5010",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",81,3.5,0.658586748,-3.181387012,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.05141229,NA,NA,NA,651.5819128,0,NA,0,NA,0,0,0,0,0.041338319,0,0,0,0,659158.6054,0,0,0,NA,0,0,0,0,0,0,0,13504.87748,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"467","1000-0046-118-A5011",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",72,3.7,0.991298011,-3.003795765,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",6.358935158,NA,NA,NA,5327.784895,0,NA,0,NA,0,0,4.696369932,0,18.114576,0,0,0,0,119.4183029,0,0,0,NA,0,0,0,0,0,0,0,535.4755229,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"468","1000-0046-118-A5026",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",78,4,0.842900251,-3.074223817,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2.49e+38,NA,NA,NA,381.9970692,0,NA,0,NA,0,0,0,0,0,0,0,0,0,549875.8235,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"469","1000-0046-118-A5025",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",75,4.2,0.995555556,-3.0019345,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",5e+81,NA,NA,NA,0.350526505,0,NA,0,NA,0,0,0,0,16.35739883,0,0,0,0,598582.3406,0,0,0,NA,0,0,0,0,0,0,0,873.90917,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"470","1000-0047-118-A5015",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",76,5.2,1.184575011,-2.926437433,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.328693005,NA,NA,NA,58.10196389,0.205343204,NA,0,NA,0,0,0,0,0,0,0,0,0,223821.0414,0,0,0,NA,0,0,0,0,0,0,0,5787.710945,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"471","1000-0047-118-A5020",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",62,2.4,1.007015542,-2.996963827,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",24217.54237,NA,NA,NA,57.40080385,0,NA,0,NA,0,0,0,0,613.773492,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,9952.585768,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"472","1000-0046-118-A5014",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",75,2.8,0.663703704,-3.178025759,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",10099914.09,NA,NA,NA,3285.922075,0,NA,0,NA,0,0,0,0,0,0,0,0,0,320602.6792,0,0,0,NA,0,0,0,0,0,0,0,561.9672892,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"473","1000-0046-118-A5030",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",67,3.2,1.06396066,-2.97307443,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.75e+64,NA,NA,NA,1827.13098,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"474","1000-0046-118-A5012",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",76,4.1,0.933991836,-3.02965692,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2.26e+19,NA,NA,NA,47.12938284,0,NA,0,NA,0,0,0,0,4.91325801,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,508271.654,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"475","1000-0047-118-A5008",0,"LFS","FW",2012,"4/28/12",119,1320,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",88,6,0.880447032,-3.055296766,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",133.2573005,NA,NA,NA,537.2442436,0,NA,0,NA,0,0,0,0,0.792378361,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"476","1000-0047-118-A5009",0,"LFS","FW",2012,"4/28/12",119,1320,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",77,4,0.876168864,-3.057412184,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.150051537,NA,NA,NA,136.5849906,0,NA,0,NA,0,0,0,0,8.871587178,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1.583887324,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"477","1000-0047-118-A5006",0,"LFS","FW",2012,"4/28/12",119,1320,"Portage Cr","Portage","Middle Fraser","Middle Fraser","Fraser","Spring",86,4.3,0.676041103,-3.170026898,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",3.05e+53,NA,NA,NA,0.701233325,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3363.82759,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"478","1000-0047-118-A5021",0,"LFS","FW",2012,"4/28/12",119,1320,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",81,4.6,0.865571155,-3.062697225,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2345326.538,NA,NA,NA,2111.804083,0,NA,0,NA,0,0,0,0,0.080356594,0,0,0,0,87103.37926,0,0,0,NA,0,0,0,0,0,0,0,647.7731369,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"479","1000-0047-118-A5004",0,"LFS","FW",2012,"4/28/12",119,1320,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",88,5.5,0.807076446,-3.093085327,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.153030064,NA,NA,NA,620.3908288,0,NA,0,NA,0,0,0,0,1.177203939,0,0,0,0,726251.3163,0,0,0,NA,0,0,0,0,0,0,0,26.09674368,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"480","1000-0047-118-A5023",0,"LFS","FW",2012,"4/28/12",119,1320,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",77,3.8,0.832360421,-3.079688579,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.223908775,NA,NA,NA,142.1652214,0,NA,0,NA,0,0,0,0,7.176282989,0,0,0,0,50050.05437,0,0,0,NA,0,0,0,0,0,0,0,1.4513342,0,0.022004873,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"481","1000-0047-118-A5016",0,"LFS","FW",2012,"4/28/12",119,1320,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",77,4.3,0.941881529,-3.02600372,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",5.31e+16,NA,NA,NA,39.61679581,0,NA,0,NA,0,0,39.82527119,0,1.961266795,0,0,0,0,61746.97572,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"482","1000-0047-118-A5002",0,"LFS","FW",2012,"4/28/12",119,1320,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",86,4.7,0.738928648,-3.131397496,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",19683.89567,NA,NA,NA,0.995834694,0,NA,0,NA,0,0,0,0,0.079162896,0,0,0,0,439586.7951,0,0,0,NA,0,0,0,0,0,0,0,49.58923798,0,0,0,NA,0,175.8770697,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"483","1000-0047-118-A5005",0,"LFS","FW",2012,"4/28/12",119,1320,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",84,4.8,0.809847749,-3.091596621,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2138152.492,NA,NA,NA,187.2945251,0,NA,0,NA,0,0,0,0,0,0,0,0,0,160364.9552,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"484","1000-0047-118-A5018",0,"LFS","FW",2012,"4/28/12",119,1320,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",79,7.6,1.541460209,-2.812067682,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.696545087,NA,NA,NA,30.15502377,0,NA,0,NA,0,0,0,0,17.80864821,0,0,0,0,1151341.631,0,0,0,NA,0,0,0,0,0,0,0,163.331891,0,0.085199069,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"485","1000-0047-118-A5003",0,"LFS","FW",2012,"4/28/12",119,1320,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",105,10.1,0.872475975,-3.059246523,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",3084135.52,NA,NA,NA,7981.434721,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.252834263,0,NA,0,0,0,0,NA,"SpSu",0012-04-28 02:56:56,"119",2012,"119","0012-04"
"486","1000-0050-118-C9009",0,"LFS","FW",2013,"4/29/13",119,1686,"Chilliw lake","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Spring",85,5.9,0.960716467,-3.017404766,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1358.907034,NA,NA,NA,14222.88096,0,NA,0,NA,0,0,0,0,0,0,0,0,0,25.82120771,0,0,0,NA,0,1.283593712,0,0,0,0,0,4.749707358,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"487","1000-0050-118-C9014",0,"LFS","FW",2013,"4/29/13",119,1686,"Chilliw lake","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Spring",97,6.9,0.75602105,-3.121466112,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",169.267899,NA,NA,NA,748.3056098,0,NA,0,NA,0,0,0,0.688602153,0.022925086,0,0,5039.950886,0,35.09374985,0,0,0,NA,0,0,0,0.683956461,0,0,0,343.1553264,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"488","1000-0050-118-C9081",0,"LFS","FW",2013,"4/29/13",119,1686,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Spring",94,8.5,1.023376323,-2.989964635,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",9.72e-06,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0.032342168,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,64.3417652,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"489","1000-0050-118-C9343",0,"LFS","FW",2013,"4/29/13",119,1686,"Nahatlatch R","Nahatlatch","Lower Fraser","Lower Fraser","Fraser","Spring",103,8.8,0.80532466,-3.094029002,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",5556390.178,NA,NA,NA,5265.84652,0,NA,0,NA,0,0,0,0,5.330805043,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"490","1000-0050-118-C9041",0,"LFS","FW",2013,"4/29/13",119,1686,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",81,4,0.752670569,-3.123395065,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",46614069396,NA,NA,NA,45.81999028,0,NA,0,NA,0,0,0.272025042,0,82.49666858,0,0,0,0,123.2879313,0,0,0,NA,0,0,0,0,0,0,0,0,0,28.57650033,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"491","1000-0050-118-C9042",0,"LFS","FW",2013,"4/29/13",119,1686,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",91,4.9,0.650237337,-3.186928097,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",17660.71443,NA,NA,NA,1441.741196,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"492","1000-0050-118-C9446",0,"LFS","FW",2013,"4/29/13",119,1686,"Raft","Raft","Thompson","Thompson","Thompson","Spring",78,4.8,1.011480301,-2.995042571,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",294.646498,NA,NA,NA,241.1495643,0,NA,0,NA,0,0,0,0,2.332216195,0,0,0,0,14439.70927,0,0,0,NA,0,0,0,0,0,0,0,0,0,1125.873748,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0013-04-29 02:56:56,"119",2013,"119","0013-04"
"493","1000-0055-118-G5611",NA,"LFS","FW",2015,"4/29/15",119,NA,"Gates Cr","Gates","Lower Middle Fraser","Middle Fraser","Fraser","Spring",82,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"494","1000-0055-118-G5386",NA,"LFS","FW",2015,"4/29/15",119,NA,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Spring",111,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",-0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"495","1000-0055-118-G5487",0,"LFS","FW",2015,"4/29/15",119,2416,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",78,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",29029.94855,NA,NA,NA,1236.069922,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1144.324677,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"496","1000-0055-118-G5378",0,"LFS","FW",2015,"4/29/15",119,2416,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",86,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.304626129,NA,NA,NA,0.126052693,0,NA,0,NA,0,0,0,0,1.056964808,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"497","1000-0055-118-G5383",0,"LFS","FW",2015,"4/29/15",119,2416,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",90,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.058033733,NA,NA,NA,7.36506735,0,NA,0,NA,0,0,0,0,0.216343432,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"498","1000-0055-118-G5381",0,"LFS","FW",2015,"4/29/15",119,2416,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Spring",99,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",3981.726113,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"499","1000-0055-118-G5385",0,"LFS","FW",2015,"4/29/15",119,2416,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",81,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",39.49258148,NA,NA,NA,446.8314558,0,NA,0,NA,0,0,0,0,0,0,0,0,0,102.3202656,0,0,0,NA,0,0,0,0,0,0,0,13.2706527,0,0,0,NA,0,93.15793725,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"500","1000-0055-118-G5382",0,"LFS","FW",2015,"4/29/15",119,2416,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Spring",97,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",22.83996594,NA,NA,NA,31.86650078,0,NA,0,NA,0,0,0,0,40.57468393,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,16.69093321,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"501","1000-0055-118-G5387",0,"LFS","FW",2015,"4/29/15",119,2416,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Spring",97,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1.41e-05,NA,NA,NA,57.82707193,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,25.7264035,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"502","1000-0055-118-G5374",0,"LFS","FW",2015,"4/29/15",119,2416,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",74,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.085328222,NA,NA,NA,97.6695465,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1.189711665,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"503","1000-0055-118-G5375",0,"LFS","FW",2015,"4/29/15",119,2416,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Spring",84,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",744.448723,NA,NA,NA,779.8695214,0,NA,0,NA,0,0,0,0,0.24513513,0,0,0,0,3.870965858,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"504","1000-0055-118-G5376",0,"LFS","FW",2015,"4/29/15",119,2416,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",72,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4.699339142,NA,NA,NA,1404.257727,0,NA,0,NA,0,0,0,0,0.310740544,0,0,0,0,33158.17222,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
"505","1000-0055-118-G5377",0,"LFS","FW",2015,"4/29/15",119,2416,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",89,NA,NA,NA,"","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",15.92884058,NA,NA,NA,149.4453804,0,NA,0,NA,0,0,0,0,0.600842706,0,0,0,0,3970.00758,0,0,0,NA,0,0,0,0,0,0,0,103.0957829,0,0.135890787,0,NA,0,203.1777743,0,NA,0,0,0,0,NA,"SpSu",0015-04-29 02:56:56,"119",2015,"119","0015-04"
