"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc"
"1510","1000-0101-118-B3574",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",80,NA,NA,NA,"U","VIN","ECVI",50.12978333,-125.1372333,"Mixed","NO","AvgCopy",1.6e+20,0,0,NA,NA,NA,NA,NA,244.6829051,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,55.32957441,NA,0,0,0,NA,NA,0,NA,93.23496537,0,0,47.07881279,0,NA,0,0,0,987.1827406,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1511","1000-0101-118-B3581",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",92,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.001821319,0,0,NA,NA,NA,NA,NA,61409.6113,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,685.9428804,NA,0,0,0,NA,NA,0,NA,2.044335029,0,0,66.27175336,0,NA,0,0,0,11883.31396,NA,0,NA,NA,0,NA,0,3.126188032,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1512","1000-0101-118-B3591",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",94,NA,NA,NA,"U","VIN","ECVI",50.14025,-125.1192333,"Mixed","NO","AvgCopy",235254.0314,0,0,NA,NA,NA,NA,NA,3557.721012,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,451.6529094,NA,0,0,0,NA,NA,0,NA,10.43433295,8.55878703,0,12.97099303,0,NA,0,0,0,1099.475056,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1513","1000-0101-118-B3580",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",97,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.001761388,0,0,NA,NA,NA,NA,NA,27076.35716,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,10.8567392,0,0,50.20705365,0,NA,0,0,0,1206.634584,NA,0,NA,NA,0,NA,0,11.24998153,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1514","1000-0101-118-B3573",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",98,NA,NA,NA,"U","VIN","ECVI",50.12978333,-125.1372333,"Mixed","NO","AvgCopy",44965701.4,0,0,NA,NA,NA,NA,NA,14449.1298,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,27473.87396,NA,0,0,0,NA,NA,0,NA,0.788535503,0,0,20.34235886,0,NA,0,0,0,147.4419054,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1517","1000-0101-118-B3582",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",103,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.009469615,0,0,NA,NA,NA,NA,NA,2125.231517,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,312.2214296,NA,0,0,0,NA,NA,0,NA,1.220084678,103.5071088,0,288.9058807,0,NA,0,0,0,6039.995674,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1518","1000-0101-118-B3577",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",105,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",1.592800591,0,0,NA,NA,NA,NA,NA,1182.332643,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,24.00643236,NA,0,0,0,NA,NA,0,NA,0,0,0,239.2717788,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1520","1000-0101-118-B3576",0,"MGL","SW",2013,"5/22/13",142,1709,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",115,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.047814331,0,0,NA,NA,NA,NA,NA,25422.58339,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,708.4006712,NA,0,0,0,NA,NA,0,NA,0,0,0,47.0102945,0,NA,0,0,0,1127.946215,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1524","1000-0101-118-B3572",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",93,NA,NA,NA,"U","VIN","ECVI",50.12978333,-125.1372333,"Mixed","NO","AvgCopy",2.94e+18,0,0,NA,NA,NA,NA,NA,14423.11221,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,18.83491609,0,0,6.82855332,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1525","1000-0101-118-B3578",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",103,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.883448877,0,0,NA,NA,NA,NA,NA,986.7570332,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,90.21769071,0,12.14603957,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1526","1000-0101-118-B3575",0,"MGL","SW",2013,"5/22/13",142,1709,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Spring",109,NA,NA,NA,"U","VIN","ECVI",50.12978333,-125.1372333,"Mixed","NO","AvgCopy",756.2535543,0,0,NA,NA,NA,NA,NA,6588.021398,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,160.0298925,NA,0,0,0,NA,NA,0,NA,0,0,0,15.95422529,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1527","1000-0101-118-B3579",0,"MGL","SW",2013,"5/22/13",142,1709,"","","","","","Spring",90,NA,NA,NA,"U","VIN","ECVI",50.1442,-125.1504833,"Mixed","NO","AvgCopy",0.000869454,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,2564518.527,NA,0,0,0,NA,NA,0,NA,0,0,0,78.88467369,0,NA,0,0,0,409.9981155,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1528","1000-0080-124-C0308",NA,"Quinsam","FW",2014,"5/22/14",142,NA,"","","","","","Spring",75,4.92,NA,NA,"U","FW","FW",50.017006,-125.304216,"Spleen","","AvgCopy",4.88e-08,NA,0,0,0,0,NA,NA,65.14458469,0,NA,19.38271047,0,0,0,0,73.79966571,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,6.724896105,0,0,0,0,0,0,0,0
"1529","1000-0042-118-0173",NA,"LFS","FW",2008,"5/22/08",143,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Spring",7.6,3.667,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",8.24e-23,0,0,NA,NA,NA,0,NA,387.9643273,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1530","1000-0042-118-0184",NA,"LFS","FW",2008,"5/22/08",143,NA,"L Adams","Late Shuswap","South Thompson","Thompson","Fraser","Spring",8.7,4.8879,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",8.4e-17,0,0,NA,NA,NA,0,NA,19077.28422,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1531","1000-0042-118-0188",NA,"LFS","FW",2008,"5/22/08",143,NA,"L Adams","Late Shuswap","South Thompson","Thompson","Fraser","Spring",8.4,4.9512,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",3.62e-20,0,0,NA,NA,NA,0,NA,1913.538352,0,NA,NA,0,NA,0,0,0,0,NA,0,0.386951945,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,2.290105718,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1532","1000-0042-118-0179",NA,"LFS","FW",2008,"5/22/08",143,NA,"Little Shuswap","Late Shuswap","South Thompson","Thompson","Fraser","Spring",8.6,4.4468,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",5.37e-22,0,0,NA,NA,NA,0,NA,4132.807539,0,NA,NA,0,NA,1.68521078,0,0,0,NA,0,26.08497695,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1534","1000-0042-118-0191",NA,"LFS","FW",2008,"5/22/08",143,NA,"Mitchell","Quesnel","Upper Middle Fraser","Middle Fraser","Fraser","Spring",8.1,3.5426,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",1.62e-17,0,0,NA,NA,NA,0,NA,7.881013748,0,NA,NA,0,NA,0,0,0,0,NA,0.116665544,0.12633462,NA,0,0,0,0,0,0,NA,NA,5.866206844,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0.281919496,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1538","1000-0042-118-0176",NA,"LFS","FW",2008,"5/22/08",143,NA,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Spring",8,4.0277,NA,NA,"","FW","FW",49.1329,-122.3262,"Gill","","AvgCopy",1.08e-20,0,0,NA,NA,NA,0,NA,2923.581507,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"1540","1000-0046-118-A5340",0,"LFS","FW",2012,"5/22/12",143,1344,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",71,2.9,0.810257299,-3.091377048,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",430.5321031,0,0,NA,NA,NA,NA,NA,283.2065085,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,315613.3631,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,2190.139558,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1541","1000-0047-118-A5344",0,"LFS","FW",2012,"5/22/12",143,1344,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",68,3.1,0.985904743,-3.006165044,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",22530.2474,0,0,NA,NA,NA,NA,NA,32659.20312,0,NA,NA,0,NA,0,0,0,0,NA,0,5.710989133,NA,0,0,0,0,0,0,NA,0,1442.597124,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,251869.1244,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1542","1000-0047-118-A5318",0,"LFS","FW",2012,"5/22/12",143,1344,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",79,4,0.811294847,-3.090821283,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",1104219.406,0,0,NA,NA,NA,NA,NA,931.7833866,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,539141.4373,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,4386.851892,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1543","1000-0046-118-A5333",0,"LFS","FW",2012,"5/22/12",143,1344,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Spring",67,2.7,0.897716807,-3.046860644,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",0.992709958,0,0,NA,NA,NA,NA,NA,110.7420438,0,NA,NA,0,NA,0,0,0,0,NA,0,10.17001249,NA,0,0,0,0,0,0,NA,0,654.5505009,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1544","1000-0047-118-A5334",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",63,1.9,0.759857147,-3.119268047,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2409.312093,0,0,NA,NA,NA,NA,NA,532.7614882,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1545","1000-0046-118-A5339",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",65,2.1,0.764679108,-3.116520775,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",157764.5297,0,0,NA,NA,NA,NA,NA,5619.271615,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1546","1000-0046-118-A5338",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",74,2.6,0.641620437,-3.192721811,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",795.5513968,0,0,NA,NA,NA,NA,NA,7060.73882,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,4.164583189,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1547","1000-0047-118-A5325",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",73,2.7,0.694057072,-3.158604816,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",33827.16406,0,0,NA,NA,NA,NA,NA,29.03439641,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1548","1000-0047-118-A5330",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",70,3.3,0.962099125,-3.01678018,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",63.66872355,0,0,NA,NA,NA,NA,NA,1731.212712,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,4.413447813,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1549","1000-0047-118-A5335",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",75,3.4,0.805925926,-3.093704873,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",24212.2793,0,0,NA,NA,NA,NA,NA,1373.236033,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,5.30210721,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,63.42559479,NA,0,NA,NA,1.850619757,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1550","1000-0047-118-A5323",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",76,3.7,0.842870681,-3.074239053,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",2238.206466,0,0,NA,NA,NA,NA,NA,6.742595667,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,1698.220355,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1551","1000-0047-118-A5320",0,"LFS","FW",2012,"5/22/12",143,1344,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Spring",81,5.3,0.997288504,-3.001179187,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",75010.77566,0,0,NA,NA,NA,NA,NA,273.6519002,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,826.3615741,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1552","1000-0047-118-A5327",0,"LFS","FW",2012,"5/22/12",143,1344,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",64,2,0.762939453,-3.117509926,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",246.3617126,0,0,NA,NA,NA,NA,NA,14.69028893,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0.294694114,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1553","1000-0047-118-A5328",0,"LFS","FW",2012,"5/22/12",143,1344,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",64,2.2,0.839233398,-3.076117241,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",5464.605499,0,0,NA,NA,NA,NA,NA,12746.4478,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,2.626492399,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1554","1000-0047-118-A5342",0,"LFS","FW",2012,"5/22/12",143,1344,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",68,2.3,0.731477712,-3.135798902,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",373141.5863,0,0,NA,NA,NA,NA,NA,159.7870464,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,27.03295318,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1555","1000-0047-118-A5322",0,"LFS","FW",2012,"5/22/12",143,1344,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",79,3.6,0.730165362,-3.136578773,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",108.6739639,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0.290368073,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,5205.45728,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1556","1000-0047-118-A5343",0,"LFS","FW",2012,"5/22/12",143,1344,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",63,2.1,0.83984211,-3.075802354,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",359878.2996,0,0,NA,NA,NA,NA,NA,990.3801642,0,NA,NA,0,NA,0,0,0,0,NA,0,0.931017339,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,40.56227107,NA,0,NA,NA,2.61927411,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1557","1000-0047-118-A5326",0,"LFS","FW",2012,"5/22/12",143,1344,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",66,2.4,0.834794223,-3.078420565,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",70863.47317,0,0,NA,NA,NA,NA,NA,4887.319258,0,NA,NA,0,NA,0,0,3.227175625,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1558","1000-0047-118-A5321",0,"LFS","FW",2012,"5/22/12",143,1344,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Spring",78,3.3,0.695392707,-3.157769868,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",49405.96146,0,0,NA,NA,NA,NA,NA,293.5615103,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1559","1000-0046-118-A5337",0,"LFS","FW",2012,"5/22/12",143,1344,"Portage Cr","Portage","Middle Fraser","Middle Fraser","Fraser","Spring",77,3.6,0.788551978,-3.103169675,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",21.71576966,0,0,NA,NA,NA,NA,NA,21.17525201,0,NA,NA,0,NA,0,0,0,0,NA,0,0.67257529,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1560","1000-0047-118-A5324",0,"LFS","FW",2012,"5/22/12",143,1344,"L Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",74,3.7,0.913075237,-3.039493435,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",202.1197063,0,0,NA,NA,NA,NA,NA,163.6286515,0,NA,NA,0,NA,0,0,0,0,NA,0,4.47555668,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1561","1000-0047-118-A5331",0,"LFS","FW",2012,"5/22/12",143,1344,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Spring",63,1.9,0.759857147,-3.119268047,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",4106045.667,0,0,NA,NA,NA,NA,NA,4910.880282,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,36.36025913,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,14.85516261,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1562","1000-0047-118-A5345",0,"LFS","FW",2012,"5/22/12",143,1344,"Scotch","Scotch","Thompson","Thompson","Thompson","Spring",67,2.6,0.864468036,-3.06325106,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",148743.6551,0,0,NA,NA,NA,NA,NA,18644.6713,0,NA,NA,0,NA,0,0,0,0,NA,0,0.603180252,NA,0,0,0,0,0,0,NA,0,3.618130496,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,17.77334474,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1563","1000-0047-118-A5329",0,"LFS","FW",2012,"5/22/12",143,1344,"Scotch","Scotch","Thompson","Thompson","Thompson","Spring",72,2.6,0.696587791,-3.157024141,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",165070.1329,0,0,NA,NA,NA,NA,NA,4864.429605,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"1564","1000-0047-118-A5346",0,"LFS","FW",2012,"5/22/12",143,1344,"Scotch","Scotch","Thompson","Thompson","Thompson","Spring",70,2.8,0.816326531,-3.088136089,"U","FW","FW",49.1329,-122.3262,"Mixed","NO","AvgCopy",5.150966559,0,0,NA,NA,NA,NA,NA,141.3840686,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,6.959302537,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
