"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc","richness","rib"
"2665","1000-0095-118-B4779",0,"SOG","SW",2013,"6/6/13",157,1724,"","","","","","Summer",122,NA,NA,NA,"U","VIS","ECVI",48.745,-123.5931667,"Mixed","NO","AvgCopy",4.51e+24,0,0,NA,NA,NA,NA,NA,5969.346176,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,78760.84723,NA,0,0,0,NA,NA,0,NA,0,0,0,65.35279682,0,NA,0,0,0,586.1767074,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0.821536527,0,0,0,0,0,5,0.00417583745429835
"2666","1000-0102-118-A12192",0,"MGL","SW",2013,"6/6/13",157,1724,"","","","","","Summer",NA,NA,NA,NA,"","VIN","ECVI",50.53548333,-126.7540667,"Mixed","NO","AvgCopy",12291.6694,0,0,NA,NA,NA,NA,NA,18450.50032,0,NA,NA,0,NA,0,0,0,0,NA,1404827.329,0,NA,0,0,0,0,0,0,NA,0,1825.404407,NA,0,0,0,NA,NA,0,NA,0,0,0,126.93285,0,NA,0,0,0,110.9663141,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,5,0.135109426108636
"2667","1000-0102-118-A12618",0,"MGL","SW",2013,"6/6/13",157,1724,"","","","","","Summer",NA,NA,NA,NA,"","VIN","ECVI",50.4939,-126.6139667,"Mixed","NO","AvgCopy",4.86e+12,0,0,NA,NA,NA,NA,NA,25935.45108,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,409348.4179,NA,0,0,0,NA,NA,0,NA,11.57783122,149.6472176,0,53.06146114,0,NA,0,0,0,1486.75713,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.0125235915199979
"2668","1000-0102-118-A12658",0,"MGL","SW",2013,"6/6/13",157,1724,"","","","","","Summer",NA,NA,NA,NA,"","VIN","ECVI",50.4939,-126.6139667,"Mixed","NO","AvgCopy",2.006956293,0,0,NA,NA,NA,NA,NA,103.7853025,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0.054932623,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,2,2.63891888247494e-05
"2671","1000-0098-118-D1727",0,"SOG","SW",2014,"6/6/14",157,2089,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",115,15,0.986274349,-3.006002262,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",0.000981904,NA,0,0,0,0,NA,NA,78.62193786,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,651971.464,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0.724808773,0,0,0,0,0,3,0.00766725313645832
"2673","1000-0098-118-D1737",0,"SOG","SW",2014,"6/6/14",157,2089,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",116,15,0.96098651,-3.017282709,"F","VIN","ECVI",50.12166667,-125.115,"Mixed","NO","AvgCopy",3.09763107,NA,0,0,0,0,NA,NA,1215.019345,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,186879.4229,NA,0,0,0,NA,NA,NA,0,0,0,0,4.017792333,0,NA,0,NA,0,16659.74443,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0207006777895923
"2675","1000-0098-118-D1728",0,"SOG","SW",2014,"6/6/14",157,2089,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",113,18,1.247490292,-2.903962825,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",0.042961556,NA,0,0,0,0,NA,NA,10901.35775,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,1.07665143,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,1.246814455,0,0,0,0,0,3,0.00440146095842764
"2678","1000-0098-118-D1722",0,"SOG","SW",2014,"6/6/14",157,2089,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",164,40,0.906835362,-3.042471553,"M","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",1.05e-07,NA,0,0,0,0,NA,NA,15314.92331,0,NA,0,0,0,0,0.002951746,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0.871116612,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,102.8319636,0,NA,0,NA,0,21.31319708,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,1.735534697,0,0,0,0,0,6,0.00638251637080956
"2679","1000-0098-118-D1715",0,"SOG","SW",2014,"6/6/14",157,2089,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",119,15,0.890123721,-3.050549625,"M","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",0.482805442,NA,0,0,0,0,NA,NA,7.432603965,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,5.315633448,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,2.705335917,0,0,0,0,0,3,0.0035676547835732
"2681","1000-0098-118-D1716",0,"SOG","SW",2014,"6/6/14",157,2089,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",121,18,1.016053074,-2.993083606,"F","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",1.26e-07,NA,0,0,0,0,NA,NA,26642.6311,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,124.0248909,0,NA,0,NA,0,10.98105615,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00699828840486379
"2682","1000-0098-118-D1726",0,"SOG","SW",2014,"6/6/14",157,2089,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",126,18,0.899830832,-3.04583913,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",4.23e-09,NA,0,0,0,0,NA,NA,0,149.3230721,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,0,0,20.26071924,0,0,0,0,0,2,0.027385163750919
"2683","1000-0098-118-D1676",0,"SOG","SW",2014,"6/6/14",157,2089,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",128,19,0.905990601,-3.042876308,"M","VIN","ECVI",50.31333333,-125.0383333,"Mixed","NO","AvgCopy",433.2295567,NA,0,0,0,0,NA,NA,54.58571501,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,5370.98403,NA,0,0,0,NA,NA,NA,0,0,86830.74005,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00110884198803284
"2684","1000-0098-118-D1725",0,"SOG","SW",2014,"6/6/14",157,2089,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Summer",121,15,0.846710895,-3.072264852,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",0.043379037,NA,0,0,NA,0,NA,NA,2.587362402,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,28.26076038,0,36.69726464,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0.548881754,0,0,0,0,0,4,0.000793069334177396
"2685","1000-0098-118-D1680",0,"SOG","SW",2014,"6/6/14",157,2089,"Blackwater","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",123,16,0.859814269,-3.065595352,"M","VIN","ECVI",50.31333333,-125.0383333,"Mixed","NO","AvgCopy",1.32e-13,NA,0,0,0,0,NA,NA,1299.436201,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,93.93657083,NA,0,0,0,NA,NA,NA,0,0,0,0,7.248108173,0,NA,0,NA,0,169.466025,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,10.32750382,0,0,0,0,0,5,0.0141049393159281
"2691","1000-0098-118-D1721",0,"SOG","SW",2014,"6/6/14",157,2089,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",117,14,0.874118779,-3.05842955,"F","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",1.6e-08,NA,0,0,0,0,NA,NA,348.4810702,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,117.6440311,0,NA,0,NA,0,2.620614398,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,1.830757076,0,0,0,0,0,4,0.00272390530987371
"2692","1000-0098-118-D1718",0,"SOG","SW",2014,"6/6/14",157,2089,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",117,15,0.936555835,-3.028466326,"M","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",2.78e-10,NA,0,0,0,0,NA,NA,1512.050802,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0.190632223,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,94.45771709,0,5.385564154,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,17.01112651,0,0,0,0,0,5,0.0227518739259043
"2696","1000-0098-118-D1719",0,"SOG","SW",2014,"6/6/14",157,2089,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",123,16,0.859814269,-3.065595352,"M","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",0.000920003,NA,0,0,0,0,NA,NA,58.31070882,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,79.0653966,0,1.392206697,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,11.43214576,0,0,3.248882478,0,0,0,0,0,5,0.00453004710503223
"2698","1000-0098-118-D1714",0,"SOG","SW",2014,"6/6/14",157,2089,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",126,17,0.84984023,-3.070662714,"F","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",1.57e-11,NA,0,0,0,0,NA,NA,34.06781378,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,37.54159523,NA,0,0,0,NA,NA,NA,0,0,16.70223552,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,2.241626386,0,0,0,0,0,4,0.00295530701160112
"2699","1000-0098-118-D1724",0,"SOG","SW",2014,"6/6/14",157,2089,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",138,25,0.951267697,-3.021697251,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",1.77e-06,NA,0,0,0,0,NA,NA,31894.01306,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,9.426268096,0,NA,38.24600503,NA,0,0,0,NA,NA,NA,0,0,34.57934011,50.53225893,29.89169409,0,NA,0,NA,0,1.402988259,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,9.78139671,0,0,0,0,0,8,0.0210073878909516
"2702","1000-0098-118-D1720",0,"SOG","SW",2014,"6/6/14",157,2089,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",121,17,0.959605681,-3.01790719,"M","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",2.12e-12,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,4.226020512,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,349.6473077,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,105.9426175,NA,0,0,0,5.767041155,0,0,0,0,0,4,0.0221828239359563
"2703","1000-0098-118-D1723",0,"SOG","SW",2014,"6/6/14",157,2089,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",123,19,1.021029445,-2.990961733,"M","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",0.000810613,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,2347.533665,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,1.531359535,0,0,0,0,0,2,0.00204072772116012
"2704","1000-0098-118-D1729",0,"SOG","SW",2014,"6/6/14",157,2089,"Sakinaw","South Coast","South Coast","South Coast","South Coast","Summer",124,18,0.94407707,-3.02499255,"F","VIN","ECVI",50.185,-124.9966667,"Mixed","NO","AvgCopy",0.030648516,NA,0,0,0,0,NA,NA,11063.80629,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,319169.6647,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,4874.170725,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,64.93602051,0,0,2.732655421,0,0,0,0,0,5,0.0164466066693474
"2705","1000-0098-118-D1717",0,"SOG","SW",2014,"6/6/14",157,2089,"Sakinaw","South Coast","South Coast","South Coast","South Coast","Summer",146,24,0.771174525,-3.112847326,"F","VIN","ECVI",50.24,-125.03,"Mixed","NO","AvgCopy",4.17e-05,NA,0,0,287.3522032,0,NA,NA,182266.3794,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,1290025.488,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,255.2126833,0,0,2.598693308,0,0,0,0,0,5,0.0682191161319577
"2708","1000-0098-118-D1679",0,"SOG","SW",2014,"6/6/14",157,2089,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",148,31,0.956261228,-3.019423452,"F","VIN","ECVI",50.31333333,-125.0383333,"Mixed","NO","AvgCopy",2.56e-07,NA,0,0,1.415351283,0,NA,NA,477.7069498,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,3924.533141,NA,0,0,0,NA,NA,NA,0,0,0,99.31203891,4.978348911,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,2.056082801,0,0,0,NA,0,0,0,7.605025585,0,0,0,0,0,7,0.0107143960212517
"2735","1000-0088-118-4872",NA,"SOG","SW",2010,"6/7/10",158,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",124,20,NA,NA,"M","VIS","ECVI",49.76333333,-124.41,"Brain","","AvgCopy",1.589440784,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,793860.1969,0,0,0,0,NA,0,0,NA,0,3.04231097,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,0.00815176751868451
"2736","1000-0088-118-4873",NA,"SOG","SW",2010,"6/7/10",158,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",125,21,NA,NA,"M","VIS","ECVI",49.76333333,-124.41,"Brain","","AvgCopy",0.001295603,0,0,NA,NA,NA,0,NA,409.0590602,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,1305674.609,0,0,0,0,NA,0,0,NA,0,19.04213855,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,3,0.0135111041584949
"2741","1000-0098-118-D1769",0,"SOG","SW",2014,"6/7/14",158,2090,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",126,20,0.999812035,-3.00008164,"F","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",1.07e-10,NA,0,0,85124.23714,0,NA,NA,3.301849606,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,361.5747393,NA,0,0,0,NA,NA,NA,0,0,0,319.3939524,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.000512487029419361
"2743","1000-0098-118-D1744",0,"SOG","SW",2014,"6/7/14",158,2090,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",133,23,0.977626383,-3.009827087,"M","VIN","ECVI",49.99833333,-125.1016667,"Mixed","NO","AvgCopy",3.21e-11,NA,0,0,32330.51972,0,NA,NA,2295.160468,0,NA,0,0,0,0,0,0,NA,NA,40.90986262,0,NA,0,NA,NA,NA,0,177.4740699,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,2.027752373,0,81.44578015,0,NA,0,NA,0,315.2382809,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,7,0.00155770084560691
"2746","1000-0098-118-D1773",0,"SOG","SW",2014,"6/7/14",158,2090,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",114,10,0.674971516,-3.170714554,"M","VIS","ECVI",49.91333333,-124.7783333,"Mixed","NO","AvgCopy",8.94e-09,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,989.0348892,0,68.41143332,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,77.45160723,0,NA,3.271141113,0,0,0,0,0,4,0.00608065391955654
"2747","1000-0098-118-D1770",0,"SOG","SW",2014,"6/7/14",158,2090,"DollyVarden Cr","Chilliwack","Lower Fraser","Lower Fraser","Fraser","Summer",122,18,0.991272397,-3.003806987,"F","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",6.56e-16,NA,0,0,33.59317199,0,NA,NA,457419.2568,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,14.61579053,0,NA,0,NA,0,0,0,NA,NA,NA,0,4.84747197,6.485976337,0,239.0426731,0,NA,0,NA,0,11.73249041,NA,0,0,NA,0,NA,NA,13.03501396,0,0,0,NA,0,0,0,0,0,0,0,0,0,8,0.119808669695342
"2748","1000-0098-118-D1771",0,"SOG","SW",2014,"6/7/14",158,2090,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Summer",154,39,1.067830803,-2.971497555,"M","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",3.4e-10,NA,0,0,0,0,NA,NA,27.42665404,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0.766514874,0,NA,2717.923607,NA,0,0,0,NA,NA,NA,0,0,45.04238775,0,59.18131415,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.000150594694144786
"2750","1000-0098-118-D1767",0,"SOG","SW",2014,"6/7/14",158,2090,"Gates Cr","Gates","Middle Fraser","Middle Fraser","Fraser","Summer",139,28,1.042590181,-2.981886369,"M","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",7.61e-10,NA,0,0,5.250558472,0,NA,NA,1883.872393,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,2.099452766,1403.029429,0,524.6551074,0,NA,0,NA,0,535.0740879,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.002097809517471
"2751","1000-0098-118-D1749",0,"SOG","SW",2014,"6/7/14",158,2090,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",125,17,0.8704,-3.060281118,"M","VIS","ECVI",49.92333333,-124.9233333,"Mixed","NO","AvgCopy",0.010691112,NA,0,0,0,0,NA,NA,81.91656144,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,123.5614751,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,106.4193432,0,62.27994726,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.000333064568878379
"2752","1000-0098-118-D1745",0,"SOG","SW",2014,"6/7/14",158,2090,"Nadina","Nadina","Upper Fraser","Upper Fraser","Fraser","Summer",132,19,0.82609845,-3.082968193,"F","VIN","ECVI",49.99833333,-125.1016667,"Mixed","NO","AvgCopy",4.11e-08,NA,0,0,8.51006236,0,NA,NA,72.47248466,0,NA,0,0,0,0,0,0,NA,NA,145.5816949,0,NA,0,NA,NA,NA,0,32.66298523,0,NA,349.1555712,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,3.31195618,0,0,0,0,0,6,0.00443876453188852
"2754","1000-0098-118-D1766",0,"SOG","SW",2014,"6/7/14",158,2090,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",147,34,1.07035271,-2.970473087,"M","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",6.69e-20,NA,0,0,0,0,NA,NA,251.3348077,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,51.68172863,956.8476252,0,311.1632503,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.000675157322591756
"2755","1000-0098-118-D1748",0,"SOG","SW",2014,"6/7/14",158,2090,"","","","","","Summer",120,18,1.041666667,-2.982271233,"M","VIS","ECVI",49.92333333,-124.9233333,"Mixed","NO","AvgCopy",1.774626953,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,59.56726774,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,48.58277577,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,9.26891467267186e-05
"2756","1000-0098-118-D1753",0,"SOG","SW",2014,"6/7/14",158,2090,"","","","","","Summer",132,25,1.086971645,-2.963781785,"F","VIS","ECVI",49.92333333,-124.9233333,"Mixed","NO","AvgCopy",1.39e-25,NA,0,0,0,0,NA,NA,185565.2088,0,NA,0,0,0,0,0,0,NA,NA,8.725536604,0,NA,0,NA,NA,NA,0,179.4261469,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,39.98699761,0,387.854743,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.0480198556720147
"2757","1000-0098-118-D1768",0,"SOG","SW",2014,"6/7/14",158,2090,"","","","","","Summer",137,27,1.050030859,-2.978797937,"M","VIS","ECVI",49.795,-124.8666667,"Mixed","NO","AvgCopy",3.78e-12,NA,0,0,NA,0,NA,NA,347.3407171,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,28.70153176,0,96.40087367,0,NA,0,NA,0,149.074499,NA,0,NA,NA,0,NA,NA,2.732056413,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.00116696924782421
"2758","1000-0068-118-4901",NA,"PARR","SW",2010,"6/8/10",159,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",128,18.2,NA,NA,"U","VIN","ECVI",50.30626667,-125.32965,"Brain","","AvgCopy",35997.20212,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,1527.589929,0,0,0,0,NA,0,0,NA,0,17.93003163,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,1.59007404343541e-05
"2759","1000-0068-118-4907",NA,"PARR","SW",2010,"6/8/10",159,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",134,21,NA,NA,"U","VIN","ECVI",50.29528333,-125.4036833,"Brain","","AvgCopy",7491.670909,0,0,NA,NA,NA,0,NA,509.4261898,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,15196155.73,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,2,0.156170308201591
"2760","1000-0068-118-4905",NA,"PARR","SW",2010,"6/8/10",159,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",134,24.9,NA,NA,"U","VIN","ECVI",50.29528333,-125.4036833,"Brain","","AvgCopy",13527330.57,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,2929131.459,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA,1,0.0300777039313642
